ID,SrcIP,DstIP,SrcPort,DstPort,IPVersion,Protocol,PS,IPI,FlowSizeBytes,FlowSizePackets,FS,FS(PKT),NumFrames,IFI
1,13.104.105.68,200.18.102.32,1054,59569,IP,UDP,1029.9812185032633,0.001327807225748583382385700608,698170709,677848,3123.0517414137075,3.032144358857368,223554,0.004026114512227525463760271613
2,200.18.102.32,13.104.105.68,59569,1054,IP,UDP,137.57008747074042,0.007392391231056063866484879347,16749846,121755,190.36079099897717,1.3837367882713945,87990,0.01022915593933332575662866949
3,34.196.233.7,200.18.102.32,443,32026,IP,TCP,206.0424178154825,0.4764390943352785145888594164,388596,1886,215.88666666666666,1.0477777777777777,1800,0.4992149487615341856586992774
4,200.18.102.32,34.196.233.7,32026,443,IP,TCP,259.865998515219,0.3334710139320460453026364649,700079,2694,263.3856282919488,1.0135440180586908,2658,0.3377752289582235604064734663
5,200.18.102.25,224.0.1.129,319,319,IP,UDP,86.0,1.001239448914253897550111359,77314,899,77314.0,899.0,1,0
6,200.18.102.25,224.0.1.129,320,320,IP,UDP,93.93563218390804,0.4139049748840846366145354186,204310,2175,110.97772949483976,1.1814231395980446,1841,0.4890377257597826086956521739
7,200.18.102.27,224.0.1.129,319,319,IP,UDP,86.0,1.090452771100606060606060606,71036,826,71036.0,826.0,1,0
8,200.18.102.3,200.18.102.32,22,31894,IP,TCP,98.75529411764705,0.5293078929593878752207180695,167884,1700,3291.843137254902,33.333333333333336,51,17.09755923252
9,200.18.102.32,20.42.73.27,32021,443,IP,TCP,1336.6345790864477,0.3300678837972054380664652568,3540745,2649,6083.754295532646,4.551546391752577,582,1.504336929939759036144578313
10,20.42.73.27,200.18.102.32,443,32021,IP,TCP,63.77200236266982,0.5165860436004728132387706856,107966,1693,479.8488888888889,7.524444444444445,225,3.902069579339285714285714286
11,200.18.102.35,239.255.255.250,62662,1900,IP,UDP,217.0,1.003546170666666666666666667,868,4,868.0,4.0,1,0
12,2801:b0:b0:116:a0cd:540a:5325:48d6,2800:3f0:4001:830::200a,59951,443,IPv6,UDP,132.4011976047904,5.311368522512048192771084337,22111,167,144.51633986928104,1.091503267973856,153,5.800573518006578947368421053
13,2800:3f0:4001:830::200a,2801:b0:b0:116:a0cd:540a:5325:48d6,443,59951,IPv6,UDP,116.98009950248756,4.408334032315,23513,201,139.1301775147929,1.1893491124260356,169,5.248016705136904761904761905
14,199.46.35.125,200.18.102.32,443,31961,IP,TCP,78.0,9.718342607456521739130434783,7254,93,7254.0,93.0,1,0
15,200.18.102.32,199.46.35.125,31961,443,IP,TCP,54.0,10.04594804117977528089887640,4860,90,4860.0,90.0,1,0
