ID,SrcIP,DstIP,SrcPort,DstPort,IPVersion,Protocol,PS,IPI,FlowSizeBytes,FlowSizePackets,FS,FS(PKT),NumFrames,IFI
1,13.104.105.68,200.18.102.32,1054,56714,IP,UDP,974.1961190168176,0.002576115858000413992962119644,18826340,19325,1979.0118784820772,2.03143067381478,9513,0.004738376197539949537426408747
2,200.18.102.32,13.104.105.68,56714,1054,IP,UDP,132.4777380565486,0.01388529576365409622886866060,407634,3077,243.80023923444975,1.840311004784689,1672,0.02556024522381807301017354877
3,200.18.102.25,224.0.1.129,319,319,IP,UDP,86.0,1.001231611997775305895439377,77400,900,77400.0,900.0,1,0
4,200.18.102.25,224.0.1.129,320,320,IP,UDP,93.9253112033195,0.4152028791240774907749077491,203724,2169,109.64693218514532,1.1673842841765338,1858,0.4847387409483037156704361874
5,200.18.102.3,200.18.102.32,22,31894,IP,TCP,98.15723645026802,0.5358334204451728247914183552,164806,1679,9694.470588235294,98.76470588235294,17,45.773096395125
6,200.18.102.32,34.196.233.7,31935,443,IP,TCP,260.05451829723677,0.3342451547646619350018677624,696426,2678,263.5980317940954,1.0136260408781226,2642,0.3385221815100340780007572889
7,200.18.102.27,224.0.1.129,319,319,IP,UDP,86.0,1.099168423564792176039119804,70434,819,70434.0,819.0,1,0
8,199.46.35.121,200.18.102.32,443,31848,IP,TCP,274.6,4.667139074666666666666666667,2746,10,343.25,1.25,8,6.000607381714285714285714286
9,34.196.233.7,200.18.102.32,443,31935,IP,TCP,206.25119744544972,0.4763746481597444089456869010,387546,1879,216.14389291689906,1.0479643056330172,1793,0.4992363779263392857142857143
10,200.18.102.32,199.46.35.121,31848,443,IP,TCP,57.333333333333336,5.244661936375,516,9,172.0,3.0,3,20.8810391685
11,200.18.102.34,239.255.255.250,60557,1900,IP,UDP,217.0,1.002263219333333333333333333,868,4,868.0,4.0,1,0
12,200.18.102.32,20.42.73.24,31936,443,IP,TCP,302.11764705882354,0.2767384831875,5136,17,428.0,1.4166666666666667,12,0.05410275909090909090909090909
13,20.42.73.24,200.18.102.32,443,31936,IP,TCP,635.0,0.3904305195454545454545454545,7620,12,762.0,1.2,10,0.06626454522222222222222222222
14,2801:b0:b0:116:a0cd:540a:5325:48d6,2800:3f0:4001:82d::200e,53604,443,IPv6,UDP,91.42857142857143,1.122179416384615384615384615,1280,14,426.6666666666667,4.666666666666667,3,4.8227317615
15,2800:3f0:4001:82d::200e,2801:b0:b0:116:a0cd:540a:5325:48d6,443,53604,IPv6,UDP,94.47058823529412,0.9306010665625,1606,17,267.6666666666667,2.8333333333333335,6,2.9178280862
16,2801:b0:b0:116:a0cd:540a:5325:48d6,2800:3f0:4001:830::200a,51676,443,IPv6,UDP,150.0,0.7535086422,1650,11,275.0,1.8333333333333333,6,1.2561813358
17,2800:3f0:4001:830::200a,2801:b0:b0:116:a0cd:540a:5325:48d6,443,51676,IPv6,UDP,98.08333333333333,0.709497065,1177,12,130.77777777777777,1.3333333333333333,9,0.941606603375
18,200.18.102.32,52.176.61.32,31855,443,IP,TCP,61.6,9.12028198075,308,5,77.0,1.25,4,12.106498473
19,52.176.61.32,200.18.102.32,443,31855,IP,TCP,113.2,9.08002627225,566,5,113.2,1.0,5,9.08002627225
20,200.18.102.32,200.133.233.83,52903,53,IP,UDP,91.0,0,91,1,91.0,1.0,1,0
21,200.18.102.32,200.133.233.83,50858,53,IP,UDP,91.0,0,91,1,91.0,1.0,1,0
22,200.18.102.32,200.133.233.83,51474,53,IP,UDP,91.0,0,91,1,91.0,1.0,1,0
23,200.133.233.83,200.18.102.32,53,52903,IP,UDP,119.0,0,119,1,119.0,1.0,1,0
24,200.133.233.83,200.18.102.32,53,50858,IP,UDP,107.0,0,107,1,107.0,1.0,1,0
25,200.133.233.83,200.18.102.32,53,51474,IP,UDP,141.0,0,141,1,141.0,1.0,1,0
26,2801:b0:b0:116:a0cd:540a:5325:48d6,2800:3f0:4001:830::200a,58315,443,IPv6,UDP,292.22222222222223,0.033653148375,2630,9,328.75,1.125,8,0.038460741
27,2800:3f0:4001:830::200a,2801:b0:b0:116:a0cd:540a:5325:48d6,443,58315,IPv6,UDP,448.9,0.024082283,4489,10,498.77777777777777,1.1111111111111112,9,0.027092568375
28,200.18.102.4,224.0.0.251,5353,5353,IP,UDP,96.00766703176342,0.2988027570485756026296566837,262965,2739,52593.0,547.8,5,116.9463379785
29,fe80::9c42:65ff:fe6e:d52e,ff02::fb,5353,5353,IPv6,UDP,116.0,0.2992398890998536942209217264,317260,2735,317260.0,2735.0,1,0
30,200.18.102.35,200.18.102.127,138,138,IP,UDP,225.0,160.8406721968,1350,6,337.5,1.5,4,267.3110868153333333333333333
31,2801:b0:b0:116:a0cd:540a:5325:48d6,2800:3f0:4001:830::200a,55184,443,IPv6,UDP,143.82608695652175,0.2380926654090909090909090909,3308,23,472.57142857142856,3.2857142857142856,7,0.387563148
32,2800:3f0:4001:830::200a,2801:b0:b0:116:a0cd:540a:5325:48d6,443,55184,IPv6,UDP,159.33333333333334,0.26188817265,3346,21,418.25,2.625,8,0.7482519218571428571428571429
33,200.18.102.32,239.255.255.250,55185,1900,IP,UDP,217.0,1.001015060666666666666666667,868,4,868.0,4.0,1,0
34,200.18.102.22,224.0.0.251,5353,5353,IP,UDP,76.875,2.836784031690140845070422535,5535,72,115.3125,1.5,48,4.285354601063829787234042553
35,fe80::63a6:6832:14f2:83c6,ff02::fb,5353,5353,IPv6,UDP,96.875,2.836776828239436619718309859,6975,72,139.5,1.44,50,4.110431730714285714285714286
36,2603:1050:4:4a::adb:7420,2801:b0:b0:116:a0cd:540a:5325:48d6,9002,56715,IPv6,UDP,158.0,0.7371155986530612244897959184,7900,50,7900.0,50.0,1,0
37,2801:b0:b0:116:a0cd:540a:5325:48d6,2603:1050:4:4a::adb:7420,56715,9002,IPv6,UDP,138.0,25.041815378,276,2,276.0,2.0,1,0
38,169.254.2.208,224.0.0.251,5353,5353,IP,UDP,735.0,31.06306225916666666666666667,5145,7,5145.0,7.0,1,0
39,fe80::1260:4bff:fe4c:f9cb,ff02::fb,5353,5353,IPv6,UDP,755.0,31.06306633033333333333333333,5285,7,5285.0,7.0,1,0
40,200.18.102.32,200.133.233.83,63144,53,IP,UDP,79.0,0,79,1,79.0,1.0,1,0
41,200.18.102.32,200.133.233.83,62375,53,IP,UDP,79.0,0,79,1,79.0,1.0,1,0
42,200.18.102.32,200.133.233.83,59940,53,IP,UDP,79.0,0,79,1,79.0,1.0,1,0
43,200.133.233.83,200.18.102.32,53,62375,IP,UDP,119.0,0,119,1,119.0,1.0,1,0
44,200.133.233.83,200.18.102.32,53,63144,IP,UDP,131.0,0,131,1,131.0,1.0,1,0
45,200.133.233.83,200.18.102.32,53,59940,IP,UDP,153.0,0,153,1,153.0,1.0,1,0
46,2801:b0:b0:116:a0cd:540a:5325:48d6,2800:3f0:4001:822::200e,65196,443,IPv6,UDP,628.047619047619,0.0816460601,13189,21,694.1578947368421,1.105263157894737,19,0.09071784455555555555555555556
47,2800:3f0:4001:822::200e,2801:b0:b0:116:a0cd:540a:5325:48d6,443,65196,IPv6,UDP,400.27272727272725,0.07770051923809523809523809524,8806,22,440.3,1.1,20,0.08587952126315789473684210526
48,200.18.102.32,200.133.233.83,55182,53,IP,UDP,96.0,0,96,1,96.0,1.0,1,0
49,200.18.102.32,200.133.233.83,57681,53,IP,UDP,96.0,0,96,1,96.0,1.0,1,0
50,200.18.102.32,200.133.233.83,64000,53,IP,UDP,96.0,0,96,1,96.0,1.0,1,0
51,200.133.233.83,200.18.102.32,53,55182,IP,UDP,124.0,0,124,1,124.0,1.0,1,0
52,200.133.233.83,200.18.102.32,53,57681,IP,UDP,112.0,0,112,1,112.0,1.0,1,0
53,200.133.233.83,200.18.102.32,53,64000,IP,UDP,146.0,0,146,1,146.0,1.0,1,0
54,2801:b0:b0:116:a0cd:540a:5325:48d6,2800:3f0:4001:809::200a,55613,443,IPv6,UDP,447.5,0.02644364223076923076923076923,6265,14,522.0833333333334,1.1666666666666667,12,0.03125157718181818181818181818
55,2800:3f0:4001:809::200a,2801:b0:b0:116:a0cd:540a:5325:48d6,443,55613,IPv6,UDP,524.0,0.03122323372727272727272727273,6288,12,571.6363636363636,1.0909090909090908,11,0.0343455571
56,2801:b0:b0:116:a0cd:540a:5325:48d6,2800:3f0:4001:833::2004,61776,443,IPv6,UDP,582.2,0.01912144225,2911,5,727.75,1.25,4,0.02234814266666666666666666667
57,2800:3f0:4001:833::2004,2801:b0:b0:116:a0cd:540a:5325:48d6,443,61776,IPv6,UDP,656.6666666666666,0.0080910514,3940,6,788.0,1.2,5,0.01011381425
58,200.18.102.23,200.18.102.127,138,138,IP,UDP,247.66666666666666,408.582587963,743,3,371.5,1.5,2,817.165175926
59,200.18.102.32,200.133.233.83,58621,53,IP,UDP,75.0,0,75,1,75.0,1.0,1,0
