ID,SrcIP,DstIP,SrcPort,DstPort,IPVersion,Protocol,PS,IPI,FlowSizeBytes,FlowSizePackets,FS,FS(PKT),NumFrames,IFI
1,200.18.102.12,34.196.233.7,23783,443,IP,TCP,261.7803402646503,0.3384856902167170953101361573,692409,2645,266.5161662817552,1.0180908391070054,2598,0.3442814777562572198690797074
2,200.18.102.12,13.104.104.166,57918,1111,IP,UDP,137.01346336150385,0.009077994618009822806256744355,13585981,99158,173.6804689097975,1.267616076907343,78224,0.01150731142827557112358257801
3,13.104.104.166,200.18.102.12,1111,57918,IP,UDP,1057.3864920893645,0.001095760963461426095085990301,868631372,821489,3581.9259558605218,3.387527628410253,242504,0.003711931326012461701504723653
4,200.18.102.25,224.0.1.129,320,320,IP,UDP,94.01849405548217,0.3961426928215859030837004405,213516,2271,110.0030911901082,1.170015455950541,1941,0.4635277900541237113402061856
5,20.125.23.3,200.18.102.12,443,23447,IP,TCP,165.5,30.52888442006896551724137931,4965,30,165.5,1.0,30,30.52888442006896551724137931
6,200.18.102.25,224.0.1.129,319,319,IP,UDP,86.0,1.001314619781737193763919822,77314,899,77314.0,899.0,1,0
7,200.18.102.12,20.125.23.3,23447,443,IP,TCP,54.5,30.520531682,1635,30,54.5,1.0,30,30.520531682
8,200.18.102.27,224.0.1.129,319,319,IP,UDP,86.0,0.9745350869804772234273318872,79378,923,79378.0,923.0,1,0
9,199.46.35.127,200.18.102.12,443,23448,IP,TCP,78.0,9.688006034304347826086956522,7254,93,7254.0,93.0,1,0
10,200.18.102.12,199.46.35.127,23448,443,IP,TCP,54.0,10.12842096894318181818181818,4806,89,4806.0,89.0,1,0
11,34.196.233.7,200.18.102.12,443,23783,IP,TCP,203.94270557029176,0.4745260999309978768577494692,384432,1885,217.07058159232074,1.0643704121964992,1771,0.5050887978926553672316384181
12,200.18.102.3,200.18.102.12,22,22711,IP,TCP,98.67764705882352,0.5290846539111241907004120071,167752,1700,4792.914285714286,48.57142857142857,35,25.9538772815
13,2801:b0:b0:116:18e4:824d:57a0:2b,2800:3f0:4001:82c::200e,63969,443,IPv6,UDP,295.5281690140845,3.157280721141342756183745583,83930,284,574.8630136986301,1.9452054794520548,146,6.162140993675862068965517241
14,2800:3f0:4001:82c::200e,2801:b0:b0:116:18e4:824d:57a0:2b,443,63969,IPv6,UDP,125.96415770609319,3.215087610219424460431654676,35144,279,221.0314465408805,1.7547169811320755,159,5.655522741892405063291139241
15,200.18.102.12,200.133.233.83,23784,53,IP,TCP,64.83333333333333,0.039683181,389,6,97.25,1.5,4,0.04624732766666666666666666667
16,200.133.233.83,200.18.102.12,53,23784,IP,TCP,103.8,0.03471713275,519,5,519.0,5.0,1,0
17,200.18.102.12,200.133.233.83,23785,53,IP,TCP,64.83333333333333,0.0343234068,389,6,97.25,1.5,4,0.04656464333333333333333333333
18,200.18.102.12,200.133.233.83,23786,53,IP,TCP,64.83333333333333,0.0341159626,389,6,97.25,1.5,4,0.04620685433333333333333333333
19,200.133.233.83,200.18.102.12,53,23785,IP,TCP,94.8,0.034929246,474,5,474.0,5.0,1,0
20,200.133.233.83,200.18.102.12,53,23786,IP,TCP,103.8,0.0345845105,519,5,519.0,5.0,1,0
21,200.18.102.12,20.42.73.26,23787,443,IP,TCP,1217.8591549295775,0.08661582224285714285714285714,86468,71,6176.285714285715,5.071428571428571,14,0.138235363
22,20.42.73.26,200.18.102.12,443,23787,IP,TCP,223.37209302325581,0.1410264241428571428571428571,9605,43,686.0714285714286,3.0714285714285716,14,0.4556238318461538461538461538
23,2801:b0:b0:116:18e4:824d:57a0:2b,2800:3f0:4001:81b::200a,58849,443,IPv6,UDP,145.70909090909092,2.141859739504587155963302752,16028,110,190.8095238095238,1.3095238095238095,84,2.812803754289156626506024096
24,2800:3f0:4001:81b::200a,2801:b0:b0:116:18e4:824d:57a0:2b,443,58849,IPv6,UDP,138.7310924369748,1.978286215127118644067796610,16509,119,155.74528301886792,1.1226415094339623,106,2.223216889380952380952380952
25,200.18.102.12,200.133.233.83,23788,53,IP,TCP,61.833333333333336,0.0207252564,371,6,92.75,1.5,4,0.020728375
26,200.18.102.12,200.133.233.83,23789,53,IP,TCP,61.833333333333336,0.0199248086,371,6,92.75,1.5,4,0.019854788
27,200.18.102.12,200.133.233.83,23790,53,IP,TCP,61.833333333333336,0.019921820,371,6,92.75,1.5,4,0.01996755933333333333333333333
28,200.133.233.83,200.18.102.12,53,23788,IP,TCP,72.6,0.015376823,363,5,363.0,5.0,1,0
29,200.133.233.83,200.18.102.12,53,23789,IP,TCP,70.2,0.0148127295,351,5,351.0,5.0,1,0
30,200.133.233.83,200.18.102.12,53,23790,IP,TCP,77.0,0.0149945295,385,5,385.0,5.0,1,0
31,2801:b0:b0:116:18e4:824d:57a0:2b,2800:3f0:4001:834::200e,58488,443,IPv6,UDP,721.2285714285714,0.1199978182647058823529411765,25243,35,1009.72,1.4,25,0.1699969092083333333333333333
32,2800:3f0:4001:834::200e,2801:b0:b0:116:18e4:824d:57a0:2b,443,58488,IPv6,UDP,414.6333333333333,0.1403769345862068965517241379,12439,30,518.2916666666666,1.25,24,0.1769970044782608695652173913
33,2801:b0:b0:116:18e4:824d:57a0:2b,2800:3f0:4001:834::200e,23791,443,IPv6,TCP,139.88888888888889,0.227681824875,1259,9,251.8,1.8,5,0.04977927175
34,2800:3f0:4001:834::200e,2801:b0:b0:116:18e4:824d:57a0:2b,443,23791,IPv6,TCP,819.2,0.2014175035555555555555555556,8192,10,1365.3333333333333,1.6666666666666667,6,0.3625515064
35,200.18.102.12,200.133.233.83,23792,53,IP,TCP,64.5,0.0196697548,387,6,96.75,1.5,4,0.021806541
36,200.18.102.12,200.133.233.83,23793,53,IP,TCP,64.5,0.0200179054,387,6,96.75,1.5,4,0.020455913
37,200.18.102.12,200.133.233.83,23794,53,IP,TCP,64.5,0.0202183906,387,6,96.75,1.5,4,0.02151473033333333333333333333
38,200.133.233.83,200.18.102.12,53,23792,IP,TCP,75.8,0.0162326625,379,5,379.0,5.0,1,0
39,200.133.233.83,200.18.102.12,53,23793,IP,TCP,73.4,0.015346143,367,5,367.0,5.0,1,0
40,200.133.233.83,200.18.102.12,53,23794,IP,TCP,80.2,0.016025651,401,5,401.0,5.0,1,0
41,2801:b0:b0:116:18e4:824d:57a0:2b,2800:3f0:4001:830::200a,56240,443,IPv6,UDP,325.1764705882353,0.92762789975,5528,17,368.53333333333336,1.1333333333333333,15,1.060146171142857142857142857
42,2800:3f0:4001:830::200a,2801:b0:b0:116:18e4:824d:57a0:2b,443,56240,IPv6,UDP,513.578947368421,0.8244207836111111111111111111,9758,19,609.875,1.1875,16,0.9893049403333333333333333333
43,2801:b0:b0:116:18e4:824d:57a0:2b,2800:3f0:4001:830::200a,23795,443,IPv6,TCP,137.7,0.5354449661111111111111111111,1377,10,275.4,2.0,5,0.06799876275
44,2800:3f0:4001:830::200a,2801:b0:b0:116:18e4:824d:57a0:2b,443,23795,IPv6,TCP,859.7142857142857,0.3690631993076923076923076923,12036,14,2006.0,2.3333333333333335,6,0.9595643182
45,fe80::a77:23c6:e5b8:5768,ff02::c,53036,3702,IPv6,UDP,718.0,47.56799461053846153846153846,10052,14,10052.0,14.0,1,0
46,200.18.102.12,239.255.255.250,53035,3702,IP,UDP,698.0,47.41230750307692307692307692,9772,14,9772.0,14.0,1,0
47,2801:b0:b0:116:18e4:824d:57a0:2b,2800:3f0:4001:82f::2003,59028,443,IPv6,UDP,303.7894736842105,0.06012662711111111111111111111,5772,19,339.52941176470586,1.1176470588235294,17,0.0676424555
48,2800:3f0:4001:82f::2003,2801:b0:b0:116:18e4:824d:57a0:2b,443,59028,IPv6,UDP,497.63157894736844,0.05969013111111111111111111111,9455,19,590.9375,1.1875,16,0.07162815733333333333333333333
49,2801:b0:b0:116:18e4:824d:57a0:2b,2800:3f0:4001:82f::2003,23796,443,IPv6,TCP,159.625,0.1284128768571428571428571429,1277,8,255.4,1.6,5,0.06314666525
50,2800:3f0:4001:82f::2003,2801:b0:b0:116:18e4:824d:57a0:2b,443,23796,IPv6,TCP,680.3333333333334,0.109884328125,6123,9,1020.5,1.5,6,0.175814925
51,2603:1050:4:56::adb:cb59,2801:b0:b0:116:18e4:824d:57a0:2b,9002,49569,IPv6,UDP,158.0,17.43928262202040816326530612,7900,50,7900.0,50.0,1,0
52,2801:b0:b0:116:18e4:824d:57a0:2b,2603:1050:4:56::adb:cb59,49569,9002,IPv6,UDP,138.0,24.42813670134285714285714286,4968,36,4968.0,36.0,1,0
53,200.18.102.12,200.133.233.83,23797,53,IP,TCP,62.5,0.0178453326,375,6,93.75,1.5,4,0.018782972
54,200.18.102.12,200.133.233.83,23798,53,IP,TCP,62.5,0.0178099346,375,6,93.75,1.5,4,0.02093711533333333333333333333
55,200.18.102.12,200.133.233.83,23799,53,IP,TCP,62.5,0.0178061346,375,6,93.75,1.5,4,0.02092944266666666666666666667
56,200.133.233.83,200.18.102.12,53,23797,IP,TCP,78.2,0.01412933775,391,5,391.0,5.0,1,0
57,200.133.233.83,200.18.102.12,53,23798,IP,TCP,75.8,0.01564478875,379,5,379.0,5.0,1,0
58,200.133.233.83,200.18.102.12,53,23799,IP,TCP,82.6,0.0156841615,413,5,413.0,5.0,1,0
59,2801:b0:b0:116:18e4:824d:57a0:2b,2800:3f0:4001:820::200e,56370,443,IPv6,UDP,537.875,0.1748961555217391304347826087,12909,24,645.45,1.2,20,0.2117163987894736842105263158
60,2800:3f0:4001:820::200e,2801:b0:b0:116:18e4:824d:57a0:2b,443,56370,IPv6,UDP,526.3913043478261,0.1839127576363636363636363636,12107,23,637.2105263157895,1.2105263157894737,19,0.2247822593333333333333333333
61,2801:b0:b0:116:18e4:824d:57a0:2b,2800:3f0:4001:820::200e,23800,443,IPv6,TCP,156.125,0.05349251428571428571428571429,1249,8,249.8,1.6,5,0.03250116175
62,2800:3f0:4001:820::200e,2801:b0:b0:116:18e4:824d:57a0:2b,443,23800,IPv6,TCP,798.6363636363636,0.0365485589,8785,11,1464.1666666666667,1.8333333333333333,6,0.0730971178
63,200.18.102.12,200.133.233.83,23801,53,IP,TCP,61.666666666666664,0.0202860676,370,6,92.5,1.5,4,0.02609977833333333333333333333
64,200.18.102.12,200.133.233.83,23802,53,IP,TCP,63.2,0.02500197025,316,5,79.0,1.25,4,0.02538154766666666666666666667
65,200.18.102.12,200.133.233.83,23803,53,IP,TCP,61.666666666666664,0.0245510256,370,6,92.5,1.5,4,0.031900585
66,200.133.233.83,200.18.102.12,53,23801,IP,TCP,72.4,0.01949213475,362,5,362.0,5.0,1,0
67,200.133.233.83,200.18.102.12,53,23802,IP,TCP,70.0,0.0190014125,350,5,350.0,5.0,1,0
68,200.133.233.83,200.18.102.12,53,23803,IP,TCP,71.8,0.02387024725,359,5,359.0,5.0,1,0
69,2801:b0:b0:116:18e4:824d:57a0:2b,2800:3f0:4001:831::2004,55212,443,IPv6,UDP,457.85714285714283,0.01551936333333333333333333333,3205,7,641.0,1.4,5,0.0231725695
70,2800:3f0:4001:831::2004,2801:b0:b0:116:18e4:824d:57a0:2b,443,55212,IPv6,UDP,932.375,0.01016348685714285714285714286,7459,8,1491.8,1.6,5,0.017786102
71,200.18.102.39,239.255.255.250,46081,1900,IP,UDP,167.75,1.019788541,671,4,167.75,1.0,4,1.019788541
72,200.18.102.12,200.133.233.83,23804,53,IP,TCP,65.33333333333333,0.029751358,392,6,98.0,1.5,4,0.03842859766666666666666666667
73,200.18.102.12,200.133.233.83,23805,53,IP,TCP,65.33333333333333,0.0262766044,392,6,98.0,1.5,4,0.031544725
74,200.18.102.12,200.133.233.83,23806,53,IP,TCP,65.33333333333333,0.0296578522,392,6,98.0,1.5,4,0.038946463
