ID,SrcIP,DstIP,SrcPort,DstPort,IPVersion,Protocol,PS,IPI,FlowSizeBytes,FlowSizePackets,FS,FS(PKT),NumFrames,IFI
1,13.104.107.214,200.18.102.23,1033,59753,IP,UDP,1028.9985305757716,0.001734058761219065960519980741,534308516,519251,3695.9486739620656,3.591791984283995,144566,0.006228409447397364507315048594
2,199.46.35.122,200.18.102.23,443,44487,IP,TCP,93.84615384615384,9.952614383933333333333333333,8540,91,1708.0,18.2,5,203.92889709825
3,200.18.102.23,13.104.107.214,59753,1033,IP,UDP,135.2582158489106,0.01088665885005743304516051025,11186666,82706,180.93203726466973,1.3376787216148023,61828,0.01456291135254823944231484626
4,200.18.102.23,199.46.35.122,44487,443,IP,TCP,54.0,9.952601316611111111111111111,4914,91,4914.0,91.0,1,0
5,200.18.102.25,224.0.1.129,319,319,IP,UDP,86.0,1.000137047483870967741935484,77400,900,77400.0,900.0,1,0
6,200.18.102.25,224.0.1.129,320,320,IP,UDP,93.98296727924698,0.4034271040098654708520179372,209676,2231,109.54858934169279,1.165621734587252,1914,0.4702783282498693152117093570
7,200.18.102.22,200.18.102.23,22,44492,IP,TCP,98.00473933649289,0.5328435719875518672199170124,165432,1688,55144.0,562.6666666666666,3,394.319282848
8,200.18.102.27,224.0.1.129,319,319,IP,UDP,86.0,1.021082287922727272727272727,75766,881,75766.0,881.0,1,0
9,200.18.102.23,51.116.246.104,44625,443,IP,TCP,1250.1287128712872,0.1201470874,126263,101,5739.227272727273,4.590909090909091,22,0.1109515532857142857142857143
10,51.116.246.104,200.18.102.23,443,44625,IP,TCP,174.0,0.1935305361967213114754098361,10788,62,634.5882352941177,3.6470588235294117,17,0.73783516925
11,20.83.119.107,200.18.102.23,443,44488,IP,TCP,216.83333333333334,30.55709046882758620689655172,6505,30,216.83333333333334,1.0,30,30.55709046882758620689655172
12,200.18.102.23,20.83.119.107,44488,443,IP,TCP,54.46666666666667,30.54884499441379310344827586,1634,30,58.357142857142854,1.0714285714285714,28,32.81172240140740740740740741
13,200.18.102.67,200.18.102.1,68,67,IP,UDP,342.0,63.98572597215384615384615385,4788,14,4788.0,14.0,1,0
14,200.18.102.1,200.18.102.67,67,68,IP,UDP,342.0,63.98570281684615384615384615,4788,14,4788.0,14.0,1,0
15,2801:b0:b0:116:603c:97ab:cfb1:19,2800:3f0:4003:c01::bc,44521,5228,IPv6,TCP,76.14285714285714,42.73424587925,1599,21,399.75,5.25,4,149.6938270133333333333333333
16,2800:3f0:4003:c01::bc,2801:b0:b0:116:603c:97ab:cfb1:19,5228,44521,IPv6,TCP,86.0952380952381,42.7341080505,1808,21,602.6666666666666,7.0,3,224.539843410
17,2801:b0:b0:116:603c:97ab:cfb1:19,2800:3f0:4001:831::2003,53659,443,IPv6,UDP,299.8888888888889,0.0201819455,2699,9,337.375,1.125,8,0.02306508057142857142857142857
18,2800:3f0:4001:831::2003,2801:b0:b0:116:603c:97ab:cfb1:19,443,53659,IPv6,UDP,478.7,0.01139638777777777777777777778,4787,10,531.8888888888889,1.1111111111111112,9,0.01282093625
19,200.18.102.23,200.18.102.1,59005,53,IP,UDP,89.0,0,89,1,89.0,1.0,1,0
20,200.18.102.23,200.18.102.1,51182,53,IP,UDP,89.0,0,89,1,89.0,1.0,1,0
21,200.18.102.1,200.18.102.23,53,59005,IP,UDP,229.0,0,229,1,229.0,1.0,1,0
22,200.18.102.1,200.18.102.23,53,51182,IP,UDP,293.0,0,293,1,293.0,1.0,1,0
23,200.18.102.23,52.182.143.208,44626,443,IP,TCP,469.60869565217394,0.06281518013636363636363636364,10801,23,720.0666666666667,1.5333333333333334,15,0.08188557835714285714285714286
24,52.182.143.208,200.18.102.23,443,44626,IP,TCP,393.6,0.08748705314285714285714285714,5904,15,536.7272727272727,1.3636363636363635,11,0.1224818744
25,200.18.102.23,200.18.102.1,59162,53,IP,UDP,93.0,0,93,1,93.0,1.0,1,0
26,200.18.102.23,200.18.102.1,61041,53,IP,UDP,93.0,0,93,1,93.0,1.0,1,0
27,200.18.102.23,200.18.102.1,50323,53,IP,UDP,93.0,0,93,1,93.0,1.0,1,0
