,ID,downlink deq_qdepth,downlink deq_timedelta,downlink enq_qdepth,time,uplink deq_qdepth,uplink deq_timedelta,uplink enq_qdepth
0,Ex21,0,19,0,2024-02-26 17:59:00.502150425,0,34,0
1,Ex21,0,23,0,2024-02-26 17:59:01.642328094,0,346,0
2,Ex21,0,33,0,2024-02-26 17:59:02.451554731,0,35,0
3,Ex21,0,42,0,2024-02-26 17:59:03.490700632,0,42,0
4,Ex21,0,52,0,2024-02-26 17:59:04.712457975,0,66,0
5,Ex21,1,567,1,2024-02-26 17:59:05.718933805,0,30,0
6,Ex21,0,24,0,2024-02-26 17:59:06.782301882,0,29,0
7,Ex21,0,25,0,2024-02-26 17:59:10.082414147,0,33,0
8,Ex21,0,36,0,2024-02-26 17:59:11.983266856,0,22,0
9,Ex21,0,63,0,2024-02-26 17:59:12.965654894,0,42,0
10,Ex21,0,36,0,2024-02-26 17:59:14.173698882,0,56,0
11,Ex21,0,65,0,2024-02-26 17:59:15.195552521,0,150,0
12,Ex21,0,68,0,2024-02-26 17:59:16.236148064,0,64,0
13,Ex21,0,40,0,2024-02-26 17:59:17.269834095,0,38,0
14,Ex21,0,44,0,2024-02-26 17:59:18.297218819,0,62,0
15,Ex21,0,60,0,2024-02-26 17:59:19.315867482,0,62,0
16,Ex21,0,87,0,2024-02-26 17:59:20.335081859,0,64,0
17,Ex21,0,39,0,2024-02-26 17:59:21.352426805,0,55,0
18,Ex21,0,315,1,2024-02-26 17:59:22.408646697,0,50,0
19,Ex21,0,35,0,2024-02-26 17:59:23.432342475,0,58,0
20,Ex21,0,58,0,2024-02-26 17:59:24.460508140,0,35,0
21,Ex21,0,40,0,2024-02-26 17:59:25.475020730,0,37,0
22,Ex21,0,45,0,2024-02-26 17:59:26.521336055,0,61,0
23,Ex21,0,43,0,2024-02-26 17:59:27.545294316,0,61,0
24,Ex21,0,43,0,2024-02-26 17:59:28.565454126,0,44,0
25,Ex21,0,63,0,2024-02-26 17:59:29.615578298,0,42,0
26,Ex21,0,56,0,2024-02-26 17:59:30.627234123,0,57,0
27,Ex21,0,64,0,2024-02-26 17:59:31.633667968,0,61,0
28,Ex21,0,24,0,2024-02-26 17:59:32.663264522,0,24,0
29,Ex21,0,25,0,2024-02-26 17:59:33.694393452,0,338,0
30,Ex21,0,36,0,2024-02-26 17:59:34.700681300,0,34,0
31,Ex21,0,35,0,2024-02-26 17:59:35.734337476,0,35,0
32,Ex21,2,1071,2,2024-02-26 17:59:36.778204694,0,24,0
33,Ex21,0,34,0,2024-02-26 17:59:37.800361661,0,59,0
34,Ex21,0,38,0,2024-02-26 17:59:38.823514855,0,42,0
35,Ex21,0,65,0,2024-02-26 17:59:39.851235500,0,157,0
36,Ex21,0,45,0,2024-02-26 17:59:40.869063574,0,289,0
37,Ex21,0,849,1,2024-02-26 17:59:41.915984048,0,131,0
38,Ex21,0,64,0,2024-02-26 17:59:42.933811251,0,62,0
39,Ex21,0,36,0,2024-02-26 17:59:43.982172493,0,56,0
40,Ex21,0,44,0,2024-02-26 17:59:44.984535430,0,42,0
41,Ex21,0,40,0,2024-02-26 17:59:45.999639879,0,54,0
42,Ex21,0,42,0,2024-02-26 17:59:47.112361216,0,69,0
43,Ex21,0,52,0,2024-02-26 17:59:48.026374575,0,49,0
44,Ex21,0,50,0,2024-02-26 17:59:49.045568108,0,51,0
45,Ex21,0,111,0,2024-02-26 17:59:50.119612234,0,60,0
46,Ex21,0,41,0,2024-02-26 17:59:51.080343092,0,39,0
47,Ex21,0,70,0,2024-02-26 17:59:52.097191277,0,56,0
48,Ex21,0,64,0,2024-02-26 17:59:53.097546121,0,44,0
49,Ex21,0,43,0,2024-02-26 17:59:54.117430371,0,40,0
50,Ex21,0,71,0,2024-02-26 17:59:55.126889541,0,47,0
51,Ex21,0,69,0,2024-02-26 17:59:56.137779149,0,51,0
52,Ex21,0,43,0,2024-02-26 17:59:57.163515027,0,782,1
53,Ex21,0,23,0,2024-02-26 17:59:58.185633190,0,37,0
54,Ex21,0,23,0,2024-02-26 17:59:59.200536915,0,22,0
55,Ex21,0,355,0,2024-02-26 18:00:00.233530515,0,22,0
56,Ex21,0,24,0,2024-02-26 18:00:01.264153170,0,34,0
57,Ex21,0,23,0,2024-02-26 18:00:02.279393735,0,22,0
58,Ex21,1,938,1,2024-02-26 18:00:03.289484265,0,64,0
59,Ex21,0,34,0,2024-02-26 18:00:04.320077604,0,35,0
60,Ex21,0,34,0,2024-02-26 18:00:05.348261810,0,63,0
61,Ex21,0,123,0,2024-02-26 18:00:06.363831503,0,36,0
62,Ex21,0,132,0,2024-02-26 18:00:07.416004140,0,35,0
63,Ex21,0,348,0,2024-02-26 18:00:08.464361878,0,35,0
64,Ex21,11,4857,9,2024-02-26 18:00:09.492962729,0,102,0
65,Ex21,41,16958,33,2024-02-26 18:00:10.604231977,0,383,0
66,Ex21,58,22493,44,2024-02-26 18:00:14.585872015,0,392,0
67,Ex21,0,22,0,2024-02-26 18:00:14.767726325,0,114,0
68,Ex21,1,3357,6,2024-02-26 18:00:17.986799228,0,24,0
69,Ex21,0,23,0,2024-02-26 18:00:18.179519234,0,33,0
70,Ex21,0,23,0,2024-02-26 18:00:18.717238344,0,26,0
71,Ex21,0,33,0,2024-02-26 18:00:18.901069581,0,88,0
72,Ex21,0,38,0,2024-02-26 18:00:19.089878828,5,1170,2
73,Ex21,0,46,0,2024-02-26 18:00:19.299696444,0,22,0
74,Ex21,0,22,0,2024-02-26 18:00:19.781051636,0,33,0
75,Ex21,0,22,0,2024-02-26 18:00:20.806083271,0,167,0
76,Ex21,0,939,1,2024-02-26 18:00:21.834867749,0,871,1
77,Ex21,1,6234,12,2024-02-26 18:00:22.882016226,0,336,0
78,Ex21,1,5099,10,2024-02-26 18:00:23.906551418,0,39,0
79,Ex21,0,23,0,2024-02-26 18:00:24.926867451,0,342,0
80,Ex21,0,3627,7,2024-02-26 18:00:25.968401331,0,38,0
