ID,SrcIP,DstIP,SrcPort,DstPort,IPVersion,Protocol,PS,IPI,FlowSizeBytes,FlowSizePackets,FS,FS(PKT),NumFrames,IFI
1,200.18.102.33,13.104.103.20,51119,1073,IP,UDP,134.5341643200265,0.01242644642009579945612412517,9746193,72444,234.2722224893034,1.7413585885293976,41602,0.02163836743614336193841494195
2,13.104.107.198,200.18.102.23,1053,63991,IP,UDP,1081.0723163611062,0.001313072222541826509328004434,741151829,685571,3751.3948635146558,3.4700683818653926,197567,0.004556466571869653685350718241
3,13.104.103.20,200.18.102.33,1073,51119,IP,UDP,1071.4799659645194,0.001375181580916881807488428224,701402572,654611,3515.097584444222,3.280600380876015,199540,0.004511435227634697978841229033
4,200.18.102.23,13.104.107.198,63991,1053,IP,UDP,136.43362395369417,0.01305924423286717344629489932,9404779,68933,214.7847306278119,1.5742800374540389,43787,0.02055790979806330790663682456
5,2801:b0:b0:116:a4ea:8598:6ed6:9921,2800:3f0:4001:801::200e,65483,443,IPv6,UDP,104.05286343612335,1.714615042893805309734513274,23620,227,437.4074074074074,4.203703703703703,54,7.299762382188679245283018868
6,2800:3f0:4001:801::200e,2801:b0:b0:116:a4ea:8598:6ed6:9921,443,65483,IPv6,UDP,108.33478260869565,1.692144980820960698689956332,24917,230,395.5079365079365,3.6507936507936507,63,6.250016557306451612903225806
7,200.18.102.23,34.196.233.7,54521,443,IP,TCP,252.95414673046253,0.3481936960063821300358994815,634409,2508,253.66213514594162,1.002798880447821,2501,0.3488845941304
8,34.196.233.7,200.18.102.23,443,54521,IP,TCP,210.0992321323095,0.5158211722387706855791962175,355698,1693,211.5990481856038,1.0071386079714455,1681,0.5195056091833333333333333333
9,200.18.102.25,224.0.1.129,319,319,IP,UDP,86.0,1.021713716223863636363636364,75766,881,75766.0,881.0,1,0
10,200.18.102.25,224.0.1.129,320,320,IP,UDP,94.01180208806173,0.4085920091984559491371480472,207108,2203,110.51654215581644,1.1755602988260405,1874,0.4800801009610250934329951949
11,200.18.102.27,224.0.1.129,319,319,IP,UDP,86.0,1.024651114701594533029612756,75594,879,75594.0,879.0,1,0
12,200.18.102.22,200.18.102.23,22,54333,IP,TCP,97.97199236155315,0.5727033044235668789808917197,153914,1571,51304.666666666664,523.6666666666666,3,249.049932303
13,200.18.102.33,4.151.113.44,57606,443,IP,TCP,117.0,11.55159203294594594594594595,8775,75,117.0,1.0,75,11.55159203294594594594594595
14,4.151.113.44,200.18.102.33,443,57606,IP,TCP,93.72380952380952,8.219861509144230769230769231,9841,105,161.327868852459,1.721311475409836,61,14.24775994918333333333333333
15,200.18.102.33,52.226.139.180,57584,443,IP,TCP,75.5,21.93141522958974358974358974,3020,40,75.5,1.0,40,21.93141522958974358974358974
16,199.46.35.125,200.18.102.23,443,54326,IP,TCP,78.0,10.16205264590909090909090909,6942,89,6942.0,89.0,1,0
17,199.46.35.128,200.18.102.33,443,57593,IP,TCP,78.0,10.00585421046067415730337079,7020,90,7020.0,90.0,1,0
18,200.18.102.23,199.46.35.125,54326,443,IP,TCP,54.0,10.16208144575,4806,89,4806.0,89.0,1,0
19,200.18.102.33,199.46.35.128,57593,443,IP,TCP,54.0,10.00576029462921348314606742,4860,90,4860.0,90.0,1,0
20,52.226.139.180,200.18.102.33,443,57584,IP,TCP,228.0,45.007346093,4560,20,4560.0,20.0,1,0
21,199.46.35.125,200.18.102.33,443,57665,IP,TCP,78.0,10.00833646625842696629213483,7020,90,7020.0,90.0,1,0
22,200.18.102.33,199.46.35.125,57665,443,IP,TCP,54.0,10.00834163434831460674157303,4860,90,4860.0,90.0,1,0
23,2801:b0:b0:116:a4ea:8598:6ed6:9921,2800:3f0:4001:82c::200a,59978,443,IPv6,UDP,105.80607082630691,1.50927054925,62743,593,410.08496732026146,3.8758169934640523,153,5.831058673256578947368421053
24,2800:3f0:4001:82c::200a,2801:b0:b0:116:a4ea:8598:6ed6:9921,443,59978,IPv6,UDP,96.29769736842105,1.471974366347611202635914333,58549,608,344.40588235294115,3.5764705882352943,170,5.243226538857988165680473373
25,20.42.65.90,200.18.102.23,443,54526,IP,TCP,66.0,0,66,1,66.0,1.0,1,0
26,200.18.102.23,20.42.65.90,54525,443,IP,TCP,54.0,0.202948493,108,2,108.0,2.0,1,0
27,20.42.65.90,200.18.102.23,443,54525,IP,TCP,60.0,0.018996905,120,2,120.0,2.0,1,0
28,200.18.102.23,23.101.168.44,54514,443,IP,TCP,54.0,0,54,1,54.0,1.0,1,0
29,2801:b0:b0:116:a4ea:8598:6ed6:9921,2800:3f0:4001:831::2003,56092,443,IPv6,UDP,112.25,0.03661724633333333333333333333,449,4,112.25,1.0,4,0.03661724633333333333333333333
30,2800:3f0:4001:831::2003,2801:b0:b0:116:a4ea:8598:6ed6:9921,443,56092,IPv6,UDP,115.0,0.03183189066666666666666666667,460,4,115.0,1.0,4,0.03183189066666666666666666667
31,200.18.102.40,224.0.0.251,5353,5353,IP,UDP,103.0,17.04865435116666666666666667,721,7,721.0,7.0,1,0
32,200.18.102.23,23.101.168.44,54513,443,IP,TCP,54.0,0,54,1,54.0,1.0,1,0
33,200.18.102.23,23.96.180.189,54515,443,IP,TCP,54.0,0,54,1,54.0,1.0,1,0
34,200.18.102.23,200.18.102.1,64148,53,IP,UDP,91.0,0,91,1,91.0,1.0,1,0
35,200.18.102.23,200.18.102.1,58355,53,IP,UDP,91.0,0,91,1,91.0,1.0,1,0
