,ID,downlink deq_qdepth,downlink deq_timedelta,downlink enq_qdepth,time,uplink deq_qdepth,uplink deq_timedelta,uplink enq_qdepth
0,Ex13,0,46,0,2024-01-17 17:54:20.862515249,0,39,0
1,Ex13,0,367,0,2024-01-17 17:54:21.212977048,0,58,0
2,Ex13,0,96,0,2024-01-17 17:54:22.229026038,0,62,0
3,Ex13,0,26,0,2024-01-17 17:54:23.238723683,0,34,0
4,Ex13,0,23,0,2024-01-17 17:54:24.265199981,0,34,0
5,Ex13,0,26,0,2024-01-17 17:54:25.288742166,0,24,0
6,Ex13,0,25,0,2024-01-17 17:54:26.303022026,0,35,0
7,Ex13,0,48,0,2024-01-17 17:54:27.646625136,0,70,0
8,Ex13,0,45,0,2024-01-17 17:54:28.651045153,0,72,0
9,Ex13,0,49,0,2024-01-17 17:54:30.115469483,0,72,0
10,Ex13,0,71,0,2024-01-17 17:54:31.013064760,0,70,0
11,Ex13,0,49,0,2024-01-17 17:54:32.134428612,0,47,0
12,Ex13,0,50,0,2024-01-17 17:54:33.227786529,0,74,0
13,Ex13,0,63,0,2024-01-17 17:54:34.243455079,0,67,0
14,Ex13,0,35,0,2024-01-17 17:54:35.249739236,0,34,0
15,Ex13,0,34,0,2024-01-17 17:54:36.274727040,0,32,0
16,Ex13,0,35,0,2024-01-17 17:54:37.299995334,0,24,0
17,Ex13,0,23,0,2024-01-17 17:54:38.316178386,0,30,0
18,Ex13,0,44,0,2024-01-17 17:54:39.346982296,0,54,0
19,Ex13,0,52,0,2024-01-17 17:54:40.375528468,0,49,0
20,Ex13,0,43,0,2024-01-17 17:54:41.391605164,0,71,0
21,Ex13,0,39,0,2024-01-17 17:54:42.412642247,0,65,0
22,Ex13,0,45,0,2024-01-17 17:54:43.444259169,0,72,0
23,Ex13,0,45,0,2024-01-17 17:54:44.443993630,0,43,0
24,Ex13,0,43,0,2024-01-17 17:54:45.450193826,0,46,0
25,Ex13,0,44,0,2024-01-17 17:54:46.482917676,0,61,0
26,Ex13,0,38,0,2024-01-17 17:54:47.476224833,0,67,0
