,ID,downlink deq_qdepth,downlink deq_timedelta,downlink enq_qdepth,time,uplink deq_qdepth,uplink deq_timedelta,uplink enq_qdepth
0,Ex25,0,73,0,2024-02-27 19:57:09.779475410,0,70,0
1,Ex25,0,51,0,2024-02-27 19:57:10.343100243,0,49,0
2,Ex25,0,25,0,2024-02-27 19:57:11.342626186,0,408,0
3,Ex25,0,24,0,2024-02-27 19:57:12.364488715,0,22,0
4,Ex25,0,34,0,2024-02-27 19:57:13.369978115,0,286,0
5,Ex25,0,39,0,2024-02-27 19:57:14.386048209,0,25,0
6,Ex25,0,47,0,2024-02-27 19:57:15.407042562,0,49,0
7,Ex25,0,52,0,2024-02-27 19:57:16.415635822,0,69,0
8,Ex25,0,50,0,2024-02-27 19:57:17.773703334,0,938,1
9,Ex25,0,53,0,2024-02-27 19:57:18.817562060,0,74,0
10,Ex25,0,42,0,2024-02-27 19:57:19.820208040,0,40,0
11,Ex25,0,47,0,2024-02-27 19:57:20.850072368,0,298,0
12,Ex25,0,46,0,2024-02-27 19:57:21.854085538,0,63,0
13,Ex25,0,407,0,2024-02-27 19:57:22.885117494,0,46,0
14,Ex25,0,40,0,2024-02-27 19:57:23.885947295,0,65,0
15,Ex25,0,51,0,2024-02-27 19:57:24.906054613,0,71,0
16,Ex25,0,73,0,2024-02-27 19:57:25.920941085,0,49,0
17,Ex25,0,44,0,2024-02-27 19:57:26.925845697,0,48,0
18,Ex25,0,55,0,2024-02-27 19:57:27.951405014,0,70,0
19,Ex25,0,40,0,2024-02-27 19:57:29.029333774,0,42,0
20,Ex25,0,128,0,2024-02-27 19:57:29.971258406,0,48,0
21,Ex25,0,66,0,2024-02-27 19:57:30.989149455,0,64,0
22,Ex25,0,36,0,2024-02-27 19:57:31.988625114,0,38,0
23,Ex25,0,51,0,2024-02-27 19:57:33.012531952,0,92,0
24,Ex25,0,233,0,2024-02-27 19:57:34.019871175,0,57,0
25,Ex25,1,700,1,2024-02-27 19:57:35.045491163,0,44,0
26,Ex25,0,38,0,2024-02-27 19:57:36.046555697,0,38,0
27,Ex25,0,36,0,2024-02-27 19:57:37.053575631,0,37,0
28,Ex25,0,40,0,2024-02-27 19:57:38.082068320,0,291,0
29,Ex25,0,45,0,2024-02-27 19:57:39.110443195,0,46,0
30,Ex25,0,1253,2,2024-02-27 19:57:40.120487014,0,66,0
