FS,IFI,IPI,,
73626.7774979805,0.0163216820317604,1.71674059914718E-06,,
101223.470164769,0.0170440843907941,1.72828566063301E-06,,
80140.129315541,0.0174664608693985,1.6829826541452E-06,,
74885.9643850827,0.0167996554074509,8.72671317972336E-06,,
82901.1707027972,0.0161137710774354,1.56210635216565E-06,,
80930.0963492945,0.0168359880190534,1.69100761391545E-06,,
81843.9944126488,0.0172100129972865,1.97459447092456E-06,,
86261.5127580546,0.0158841733023184,6.92060266852519E-07,,
95665.0604158607,0.0166631216637521,1.73473731560685E-06,,
66286.8271725615,0.0178511673398745,1.70762887582757E-06,,
80102.1593958572,0.0172676850940807,1.72513585595168E-06,,
78830.8549945917,0.0165584909032016,1.71842063158229E-06,,
76190.7179783723,0.0171912876061539,4.43910054288307E-06,,
76446.2982484809,0.0169261380708036,2.87458821089132E-06,,
93816.1955106917,0.0165597867883134,1.76183830027737E-06,,
87778.7973862763,0.0169489894383893,1.6807883170888E-06,,
135994.738912327,0.0162662541528094,1.83398076945039E-06,,
96160.9787604691,0.0168218380805559,1.6997837635701E-06,,
104352.988316422,0.0166205324379806,2.52406533101748E-06,,
93200.8684742988,0.0176081686746471,2.10026665943919E-06,,
86691.8579583701,0.0165911841760805,4.09598323234035E-06,,
80319.4059893051,0.0166717166232193,4.62028105144093E-06,,
84043.7755099984,0.0164898049698719,1.82957366742825E-06,,
68120.8470598394,0.0165476194450926,3.80786574871129E-06,,
124924.798703168,0.0162734418221005,1.7233239479346E-06,,
72556.8386020752,0.0168689082819135,1.87600032124762E-06,,
73884.4238287455,0.0165223485921679,1.9963929833087E-06,,
86979.9669067274,0.0169859833519141,1.82465112711342E-06,,
98936.2907326292,0.0169444282519958,1.85780118379936E-06,,
53569.3969186674,0.0180345417580807,1.88459792794665E-06,,
65410.1376595285,0.0161578813589943,2.63833697004988E-06,,
110927.361793541,0.0158165194800385,1.44487666689952E-05,,
50936.6520998128,0.0169782858392246,1.77208496182679E-06,,
83528.8893671742,0.0168886198937619,1.72869473356114E-06,,
96187.9749408581,0.0163365752352511,1.7028559845451E-06,,
76905.1702617091,0.016870191416791,2.71274964977471E-06,,
76084.1620424443,0.0164321055375976,1.73519610757637E-06,,
74436.5345450959,0.0164940115658364,1.93080666704102E-06,,
83955.9622425583,0.0175453017215796,2.35202480922014E-06,,
69986.0599734772,0.0167911744552931,2.56083319779825E-06,,
86939.2374056478,0.0162167959702,1.88575644238545E-06,,
88546.1336792487,0.01716833628172,2.15525440447915E-06,,
122396.922346825,0.0163255437839621,1.77839287032401E-06,,
90513.2735190717,0.0171324497214712,2.08570977890831E-06,,
82628.4816632397,0.0170003498101206,1.5972229783967E-06,,
89038.0123177109,0.0168121060086233,2.02896170331588E-06,,
94667.5484267792,0.0168686101222998,1.49059204022262E-06,,
58073.1380100765,0.0155463492641831,5.33834873954565E-06,,
90623.13208932,0.016946732993759,2.05209239504229E-06,,
59770.3713400707,0.0167479631238157,2.38018144284733E-06,,
77513.7400435887,0.0161578486008597,2.40658269246822E-06,,
80997.6558390217,0.0168384563415998,1.74217417402464E-06,,
62609.3085605575,0.0164048077296074,3.41545399838541E-06,,
143810.265743101,0.0168713161291024,1.80923667830605E-06,,
193806.20627282,0.0164362672618671,5.09186655995667E-06,,
81347.090755181,0.0168832592332707,2.94768282897967E-06,,
225860.669353325,0.0163644020207847,2.16802147116379E-06,,
71233.878433717,0.0166656408880461,1.73623405471707E-06,,
75924.687207661,0.0159040067771507,1.83656106323218E-06,,
59306.7317012109,0.0169779326715317,2.07437062504699E-06,,
82066.2514697757,0.0173498978824167,1.82159141843123E-06,,
83093.7189464888,0.0168667538316508,1.8375512534722E-06,,
73284.2313457963,0.0171902055860127,2.04456602525462E-06,,
55875.1829660294,0.015623899849236,1.6959877560109E-06,,
71584.9393243494,0.0170920613555377,1.73275867298081E-06,,
86797.7541327883,0.0177113368403525,1.95687103175885E-06,,
79973.1968986241,0.0177264316738252,2.11623325730579E-06,,
73008.9322018238,0.0168202793433395,1.97424925540193E-06,,
74397.172664284,0.0174022872156205,2.60283369462503E-06,,
93456.6552969675,0.0167923345265574,2.06576844020693E-06,,
79744.7994169233,0.0164969107244352,2.07047893164423E-06,,
121957.656291134,0.0169538789771096,1.92706341673915E-06,,
96002.1340511542,0.0164121276950739,1.82057511089458E-06,,
73242.0245764216,0.0170362495128381,8.85991121297536E-06,,
70220.6452273947,0.017385706646093,5.76805296872605E-06,,
73145.0443960967,0.0167462280003689,6.72664172205857E-06,,
61823.1556316847,0.0174442171558179,7.43660304946469E-06,,
118414.331112749,0.0166426055955084,1.82752958649078E-06,,
103546.176088984,0.0171428440072968,2.99695144795005E-06,,
84810.9729199035,0.0167521910394758,1.88129601361677E-06,,
65012.4404474341,0.017176597996807,2.44524158679258E-06,,
75961.9263506532,0.0164475416018075,4.57419265914273E-06,,
88691.0203898701,0.0164205551919984,2.17117483048885E-06,,
74538.037255733,0.0168105790285101,6.54820131195881E-06,,
97655.9361179658,0.0168466148836271,2.17145679013461E-06,,
91544.7298713941,0.0168185576462165,1.78223290344942E-06,,
77084.6171698521,0.0165548716709528,2.32596048264335E-06,,
89865.4391431029,0.0164264119617208,2.09743544310466E-06,,
64014.9710561128,0.0173245773768528,3.47661599575711E-06,,
88504.2839305319,0.0168541431117369,1.76385896042922E-06,,
101037.58501321,0.0169514733528885,1.82047732040958E-06,,
79962.0111887418,0.0173436683831604,2.7716018416645E-06,,
100491.23093402,0.0167482687678241,1.76898696905329E-06,,
96821.2857476532,0.0170548177724608,1.90621957172515E-06,,
125650.645118166,0.0169717013765326,1.91320645276512E-06,,
77127.9251559241,0.0179647700866809,4.02445617897037E-06,,
96227.9454947962,0.0167579415157151,4.2490599996826E-06,,
64490.364820539,0.0166160318105088,1.84096273886023E-06,,
66146.2249239183,0.017071109356425,1.69228067733158E-06,,
91049.414945219,0.0160228638989122,1.66867060677729E-06,,
75651.6622567832,0.0164966415890454,1.91969647757037E-06,,
88498.405609034,0.0163243316089132,2.2667636857285E-06,,
62846.8603723221,0.0172021844858985,2.5913399716357E-06,,
82118.6325260043,0.0167497961450607,1.84068718651478E-06,,
82920.1385981547,0.0162949091354649,2.23853655556648E-06,,
84488.5323098321,0.0167608820676566,2.77717161868088E-06,,
75725.1437394183,0.0164893121534768,1.69733208879188E-06,,
80252.8014621713,0.0167402745738007,2.70187993992245E-06,,
86432.1838983866,0.0169842224001949,1.79812418507608E-06,,
75220.5478022251,0.0164477828156605,1.80894396165124E-06,,
73009.0086788564,0.01651748735656,1.83234368130672E-06,,
88982.4252397005,0.0162634702823154,1.76984979706751E-06,,
89494.303028286,0.0170812537505918,1.75028148752858E-06,,
87871.7216460495,0.0168258907230904,1.66126872884154E-06,,
77213.9493013649,0.0168814430385501,1.78066413082068E-06,,
82194.4212967776,0.0170857291686577,3.10776334317274E-06,,
78027.8451439694,0.0171171703189509,1.92127622983254E-06,,
104900.515400987,0.0163059361517051,1.76663022824387E-06,,
69101.4925778371,0.0168082443842859,3.05827484636443E-06,,
60705.1787295794,0.0172747804817608,2.29846609910998E-06,,
85059.5852735495,0.016025284255496,1.98916775258605E-06,,
78829.266703713,0.0164119004319615,1.7454857564819E-06,,
75265.7093976963,0.0172704433748845,1.91959436260019E-06,,
162628.482287447,0.0168824612724837,1.74380998518649E-06,,
159389.433870025,0.0163182096777801,2.26706731859454E-06,,
84299.3655709453,0.0167746816431737,2.60134318085028E-06,,
98993.065966195,0.0167279799945237,1.73053339002302E-06,,
83576.7025695402,0.0168050995842453,1.92201538947492E-06,,
83171.4390833175,0.0170836939283805,1.78803332305856E-06,,
101271.478241023,0.0172436450747404,2.07319470187856E-06,,
97863.62473296,0.0168809137349397,2.59360489607888E-05,,
93407.8156411655,0.0161262584556156,2.50791373806171E-06,,
97644.8828173319,0.0174292148099993,1.83910153223315E-06,,
85996.5899183834,0.0168535990255985,3.81814356794708E-06,,
94015.7515290528,0.0158289992131304,1.70986117349457E-06,,
101721.237361218,0.0166449376312289,2.05372758380957E-06,,
99379.1029712554,0.0169186132170743,1.87165618180562E-06,,
68647.113096539,0.0166060537300777,2.09249143855281E-06,,
70196.8705244921,0.0170366794102214,1.75592033665551E-06,,
71028.6570277153,0.0163908837922514,1.61996667784466E-06,,
69911.4796325357,0.0175622828252271,2.37859853690631E-06,,
91130.4665465445,0.0160313398510396,1.65869398367528E-06,,
91227.6849672409,0.0167834650316637,1.66416620817381E-06,,
72581.9095426514,0.0165986939964083,2.25850484751155E-06,,
54902.1953164999,0.0174951075266922,4.19679436478606E-06,,
56628.7258930741,0.016731993006958,1.78080324309934E-06,,
92196.857948681,0.0166380225043023,1.94045721284902E-06,,
91514.1002281609,0.0173037652449248,1.94971178192727E-06,,
70937.9092776374,0.0173251357950233,1.57602145946455E-06,,
78874.6734259526,0.0166698535561256,1.75876898318676E-06,,
70618.5780361697,0.0165737519322832,1.79848139434685E-06,,
81872.7176939049,0.0170645809722322,1.78503548443969E-06,,
236773.681487215,0.0171942323988448,2.02894487186904E-06,,
95508.2614956065,0.0165063441689641,1.7806963141302E-06,,
55544.7956339184,0.0162311889757975,3.00123709215224E-06,,
81433.9115862079,0.0168970579700235,1.84240457467498E-06,,
94562.753747999,0.0180137129386573,5.06289437482121E-06,,
110132.360555632,0.0173215387435235,9.88823454678949E-06,,
87477.8710831209,0.0162318532716616,1.72340382317986E-06,,
96108.1518703782,0.0167805004287746,4.1744007443004E-06,,
70481.3737949913,0.0168935688776064,1.94391322083879E-06,,
103726.390825214,0.0167219121219502,1.97679091530745E-06,,
73641.8400665888,0.0164318545866343,1.72780731779032E-06,,
61898.3814521637,0.0167466736303133,1.8274201329277E-06,,
71611.1343157322,0.0167422203179432,2.36681666842457E-06,,
90137.4904044455,0.0168126666792233,2.05655878111765E-06,,
87119.3159047779,0.0171823402371883,2.17057972433197E-06,,
66731.0673863002,0.0165579152261717,1.79901510406699E-06,,
78060.421550908,0.0166318767335736,2.41310255404845E-06,,
80205.6764273685,0.0169590008565952,1.78311449437561E-06,,
75960.679875238,0.0165799235337821,1.85397318989057E-06,,
77594.7047012803,0.0166806842066585,1.75600755222411E-06,,
105107.534984681,0.0173938235680955,1.83046391209546E-06,,
86062.0023091537,0.0166751364967013,1.80976051491396E-06,,
85936.0251364195,0.0170307413686088,1.71866316536543E-06,,
51327.0886127831,0.0174971608252783,2.92062268135805E-06,,
77257.8046681975,0.0168982983952274,1.89376715270886E-06,,
81015.1592296452,0.0171044287974319,1.69793845911275E-06,,
74782.5838685547,0.0163404466689515,2.75386595071304E-06,,
81859.6363887276,0.0161589623570427,2.99180273080564E-06,,
85353.3803520354,0.0164637789980134,1.92887394539658E-06,,
89483.354349459,0.0161000923966837,2.64096484489821E-06,,
83828.6784782213,0.0168471539672187,2.24951044181345E-06,,
75590.2374950462,0.0171747548430806,1.88090130183302E-06,,
81687.2015158791,0.0174056580461666,2.20282324449308E-06,,
82513.5817597809,0.0152515736454642,2.49156467578356E-06,,
77411.6358377169,0.0173682126442861,1.97173997270768E-06,,
87322.4309344371,0.0169194138282932,1.87330525462212E-06,,
234441.200209981,0.0170190949725601,1.71653004101922E-06,,
78958.9535279192,0.0171339630797402,1.53641606847018E-06,,
67168.2719588716,0.0167162619849984,2.67164868686064E-05,,
72986.741430129,0.0162905247443109,1.80926519679019E-06,,
121439.323574249,0.0164556333425536,2.01778105804471E-06,,
85214.4004347451,0.0169989512695432,1.37210005941647E-05,,
79988.4328461645,0.0170429785520048,1.91104688090671E-06,,
84176.4430780451,0.0168106721881886,1.74737901829444E-06,,
66521.6773118323,0.0185175186084537,2.08593371711306E-06,,
92675.244112445,0.0167230313913728,1.79948500883212E-06,,
66611.9285976568,0.0168444538782337,1.67515187600505E-06,,
99757.7344742609,0.0164270687885266,1.72038134584527E-06,,
86642.9513908468,0.0168678356901711,1.9362638245575E-06,,
84945.4117917553,0.0166095165468345,1.83263720779958E-06,,
60963.618870358,0.0167580672523991,1.77233689961961E-06,,
80359.1873767794,0.0163514515009638,3.44837899551475E-06,,
75562.1433616159,0.0170580241148974,3.33914372108609E-06,,
88462.7621078131,0.0166237630762393,1.75903163504819E-06,,
78439.8596203834,0.0169035020506849,1.74011326321374E-06,,
76146.762769034,0.0175679514483803,1.92253012339738E-06,,
70523.0600935921,0.017014081173332,2.19511798602985E-05,,
101746.84472222,0.0161957426611005,1.89796751308204E-06,,
72381.9231642109,0.0163350325596481,3.12177295491611E-06,,
67965.0538760765,0.0164918788560295,1.57212024512573E-06,,
69308.6807568621,0.0167165954997281,1.70166886228121E-06,,
60664.7464725263,0.0169361584487113,1.77265900654321E-06,,
80782.1041983743,0.0177090751366353,4.03943222965268E-06,,
192689.667051951,0.0167703907673416,2.12533991658988E-06,,
35154.3136582507,0.0171275452350178,1.7956517271204E-06,,
83576.6303927311,0.016315530484912,1.82789494869645E-06,,
75058.3439149602,0.0168177209444511,1.87244649667683E-06,,
67656.4305353306,0.016658872074572,1.7866750908688E-06,,
126395.062337812,0.0161999506247329,2.15944614289753E-06,,
98364.5098478227,0.0170391438360701,1.63873662793154E-06,,
88447.80491752,0.0168730115735476,1.74107258884404E-06,,
73965.903432015,0.0166689395432044,2.12987252915498E-06,,
85328.6047235915,0.0173127337011418,1.81781212820481E-06,,
76996.8060922472,0.0171070185346832,2.37202460046949E-06,,
79209.964574014,0.0168890737909852,1.7272461327983E-06,,
80213.8561624439,0.0159112600950866,2.37217975370846E-06,,
67914.33569236,0.0164720131503348,2.51637244906706E-06,,
75177.2188069322,0.0171923817165605,1.5775053969602E-06,,
87220.0301508929,0.0159375815236511,2.00859394636846E-06,,
367742.334909589,0.0166927770339725,2.17863996623479E-06,,
128210.845812338,0.0171192161748313,1.7180553694928E-06,,
81099.7112854205,0.0165536058901041,1.72069422782808E-06,,
89545.3719135504,0.0168539615595453,3.73814353804301E-06,,
101078.611735622,0.0162638646735012,4.57736424049389E-06,,
60558.1785848953,0.0168047655252967,2.4848454664478E-06,,
78904.5052206166,0.0164040857567223,1.94684666578702E-06,,
95901.7727144974,0.0165446914921973,1.66783190367518E-06,,
88752.7177031011,0.017298128178524,2.29683752532491E-06,,
75639.4095453173,0.0162583504500881,2.24848403737753E-06,,
74070.7222711852,0.0161119318178193,1.82327926279268E-06,,
92062.3089309596,0.0170751545748715,2.15846328102891E-06,,
88636.6517127227,0.0173502495107047,1.72807599863588E-06,,
60286.9174313422,0.0167252622922478,1.6663501162402E-06,,
85666.9788460592,0.0161870569586329,1.7230885660015E-06,,
101505.08166598,0.0165339909029805,1.78250097671135E-06,,
68047.4103353767,0.0165100818398349,4.25959861706411E-06,,
94138.390047422,0.0163854376229212,1.91831653358861E-06,,
94311.9248150389,0.016846975948546,1.76306255415819E-06,,
81633.9809444071,0.0163776854146931,1.81422325907715E-06,,
76886.3389464275,0.0168471128215811,1.76095727747898E-06,,
85466.6668949827,0.0163302882580464,1.79272351926196E-06,,
76495.6362750212,0.0165334479701934,2.58887667183534E-06,,
192292.56647662,0.0149116399709291,1.77495753252799E-06,,
59385.135751998,0.017001349496918,1.74082506475891E-06,,
81868.360063191,0.0161071248799109,1.80974457095902E-06,,
88043.6208528054,0.0170517110208352,1.65997196829473E-06,,
78173.7537259937,0.0172570874600864,1.88935704561817E-06,,
72240.5317307886,0.0169181388035947,4.09819513497823E-06,,
67243.1856841349,0.0167249365340289,1.67860808988875E-06,,
107780.625754356,0.01756878241386,2.00170820572177E-06,,
71739.501025897,0.0169369836070585,2.05475790587207E-06,,
84121.4219035556,0.0167612344854463,1.70675691746488E-06,,
64337.7356066893,0.017086462957048,1.91054942482713E-06,,
92747.9484290501,0.0169046488957921,1.82997235136458E-06,,
63917.9770730024,0.0162799270315814,1.72536979345585E-06,,
87142.1420268599,0.0171250933334151,1.91640804001197E-06,,
66433.2777854092,0.0171947511005154,3.09439305351492E-06,,
119281.184589241,0.0164107137332663,2.08288376549237E-06,,
66464.2294618659,0.0157672626898642,1.88865157288209E-06,,
55290.6155463658,0.0168275159864627,1.82950156350909E-06,,
73778.2429174475,0.0145359974054437,1.67695541605464E-06,,
73232.5157176396,0.0162543643088303,1.69289576158961E-06,,
87339.0357913855,0.0167444843890092,3.08978865622467E-06,,
77594.6813416733,0.0172420586846832,5.48325609153442E-06,,
94312.6043498452,0.0164519434545002,3.48116369881204E-06,,
72330.1601957738,0.0166730852553572,2.53705602480821E-06,,
79224.4128600473,0.0162795712960232,1.91858848356159E-06,,
73740.7028504752,0.0177745990811823,9.78403517321518E-06,,
75527.5308623303,0.0164649196300352,1.76991148780428E-06,,
86459.0471858108,0.0162904824237029,1.75085382877492E-06,,
78414.4017439187,0.0169020025407117,1.70159471819751E-06,,
59262.1619722261,0.0167080953837889,2.60412889967255E-06,,
82215.1607925252,0.0170025997358132,1.66362006589975E-06,,
95167.5335486473,0.0166254538711376,1.85463753747356E-06,,
82597.0900455923,0.0169458793462318,7.48482217394341E-06,,
66628.7682083217,0.0166492429406925,1.70316408167732E-06,,
77359.1954434744,0.016645967307069,2.22942898669903E-06,,
77636.401200518,0.0171478335208882,1.73608179774169E-06,,
78561.3971146608,0.0171176477850464,3.75945960569744E-06,,
97706.9529768252,0.0164913101219305,1.74087434284497E-06,,
91177.0224599052,0.0168007029965076,2.82586995481064E-06,,
62225.6057820503,0.0162507009295543,2.19281861397985E-06,,
72201.6690744575,0.0165907941641491,1.77085800468887E-06,,
69365.9241674221,0.0173632764648002,1.69781736530978E-06,,
87445.2043268274,0.0171549715677497,2.76460304856584E-06,,
83684.6368677788,0.0162602624408758,2.06678876002624E-06,,
89686.7349373994,0.0168522542997869,1.84533445266272E-06,,
66740.4895980411,0.016793468744045,2.45739735918888E-05,,
121670.178371761,0.016761638971574,2.09231166781028E-06,,
109293.946270983,0.0168116553824652,2.30664577683617E-05,,
70887.9967570131,0.0167155324729014,2.30670363073765E-06,,
94996.1749035186,0.0161573002265545,2.89284011706026E-06,,
85011.8821196307,0.0168683244813296,1.93103037345406E-06,,
72355.1397471246,0.0169675375618391,1.81352885549181E-06,,
85337.3680926315,0.0145007321781728,1.8700998345978E-06,,
84140.3470271878,0.0164995194945302,2.52254378860665E-06,,
92325.8288587117,0.0177626420664264,1.80913450117877E-06,,
81633.6607196316,0.0174203946610298,2.25879574184396E-06,,
94544.1859290314,0.0171246347642394,1.83208633878173E-06,,
85189.437462182,0.0169390630776875,1.8546956161995E-06,,
60196.6890205623,0.0163114749576508,1.57099985014982E-06,,
90699.5788171036,0.0173811742705786,1.81125865830447E-06,,
69915.5259986543,0.0166228435327947,4.91606881717004E-06,,
96300.0754690383,0.0163833240592219,1.91098420279739E-06,,
93485.950636988,0.016212454325263,1.90468708568017E-06,,
72535.8927563243,0.0168650320347925,1.93511239467726E-06,,
76638.7530412637,0.0183216605209473,1.03420285871819E-05,,
82928.8603634884,0.0165744201013086,1.71050634456348E-06,,
86495.2855325404,0.0175108016520402,1.69716503338826E-06,,
70673.2900559573,0.0170766965314166,1.81242403989512E-06,,
63220.9583560712,0.0168068399163756,2.66258490010571E-06,,
47615.3994896043,0.0167618800913874,1.74699502719502E-06,,
107638.518216059,0.0171030734995471,1.71592003374322E-06,,
88838.875100463,0.0166220340041603,1.96233850023141E-06,,
81532.5007521287,0.0165818389190514,1.72515967486628E-06,,
83287.8651433436,0.0169245453344944,2.31881413382687E-06,,
84332.5547192877,0.0166478038304798,2.4666246188794E-05,,
119602.233240437,0.0171239278999205,1.76665471912511E-06,,
79351.6037180246,0.0162502211138957,2.01407346500098E-06,,
64794.4451845671,0.0171112876467926,2.06951780953072E-06,,
90666.8591972624,0.0166343845275433,1.79165413292486E-06,,
101469.774996281,0.0172901902744374,2.16559867002272E-06,,
97149.804588368,0.0168125747119213,1.70832646121612E-06,,
82869.3747221222,0.0161051825706472,1.69918285473016E-06,,
79571.7776868411,0.0168957287470568,1.75546034044047E-06,,
90310.7816774041,0.0165907525530765,1.09688272079416E-05,,
71076.3560611934,0.0173759758097983,1.93173996816214E-06,,
102498.830900006,0.0175994909261243,2.14161680774886E-06,,
71848.6417659673,0.0165651067133001,2.94870388561621E-06,,
106197.988245504,0.0171143319353897,1.83785689595334E-06,,
79063.2888442696,0.0169849517701095,9.97622401934977E-06,,
69476.7657795338,0.016748088303558,4.48065990833755E-06,,
73281.2498758526,0.0170471700325477,1.72222067734656E-06,,
74854.6705898768,0.0167080901943378,1.80957355688399E-06,,
77889.5104014702,0.0169896529408194,1.77728891772968E-06,,
90051.1056653344,0.0169593598814226,4.3944549557427E-06,,
94481.6532863074,0.0168400363325923,2.47961343721947E-06,,
71000.6962723833,0.0164305849491876,1.65009186598672E-06,,
78589.3250519691,0.0163765365245742,1.76977313015762E-06,,
73239.0420722386,0.0172530730939523,1.73232473485253E-06,,
82590.8742720521,0.0170413113322368,2.32367098002311E-06,,
81483.2919249969,0.0165615760975207,2.51097225455215E-06,,
78630.3106166881,0.0159329305545619,7.01049204743016E-06,,
113256.290579488,0.0172254574918206,2.42314915737081E-06,,
83625.4585797377,0.0166296169033297,1.78289199569283E-06,,
81491.3485751081,0.0167736872300401,2.76608785230538E-06,,
90277.2619069044,0.0165458698807907,1.68284441418552E-06,,
75791.4581135942,0.016805132961778,2.56694978661296E-05,,
81474.0345744874,0.0167559673402392,2.58391210520805E-06,,
80037.3716814226,0.0165379772520585,2.24944044270506E-06,,
78546.2402052199,0.0170509880418971,4.15023704696046E-06,,
71515.1528731884,0.0167500094040003,1.76237962198213E-06,,
55741.0808873167,0.0170202021710461,1.84908833332469E-06,,
106266.423099775,0.017282604568327,2.41631960021474E-06,,
75284.8223766571,0.0169056244990228,2.54374467318254E-06,,
73185.5268380323,0.0168796863387377,1.90191885140847E-06,,
68829.7592878744,0.016757367004347,2.28374874122261E-06,,
133657.741276901,0.0169500659673358,1.68525428731308E-06,,
70200.4323817309,0.0167682633470059,4.71480845893497E-06,,
67513.9161963803,0.0170312823364747,1.71965299160159E-06,,
