FS,IFI,IPI,,
231372.630753593,0.0111214250878949,2.34590370712333E-06,,
171785.817619286,0.0111048798516359,2.30777053178976E-06,,
84864.4939500835,0.0111031222867535,2.79725358952097E-06,,
601125.661367142,0.0110898489015961,1.95588613824131E-06,,
77273.0520370096,0.0111255196413395,8.78287463136508E-06,,
493861.945239585,0.0110800823053668,2.03296214483591E-06,,
109509.524594804,0.0111092044725258,2.62963364721643E-06,,
50842.392408088,0.0111099139182988,1.64133581078047E-06,,
140954.808072559,0.0110920186619483,1.92441312022092E-06,,
85118.0639119798,0.0111218382047709,1.71577027605386E-06,,
217569.193671487,0.0111075120394906,1.99711399591336E-06,,
140480.748533056,0.0110955782824161,1.64188027865389E-06,,
187018.693058509,0.0110944334110693,1.74655631799366E-06,,
110651.234495842,0.0111322138867677,1.65475249574405E-06,,
243109.890756693,0.0110948902820944,1.69524622330949E-06,,
81768.2661674019,0.0110981114416163,2.08805846819661E-06,,
121763.290274402,0.0110619332603853,1.65820810320003E-06,,
19579.5645284165,0.0111196406594482,2.02912603812765E-06,,
142042.956936067,0.0111104093727149,5.84172012059732E-06,,
176766.44551276,0.011126784206061,2.98760682664574E-06,,
146177.224620923,0.0110995850649236,2.45805773420004E-06,,
132221.581537636,0.0110888073031505,1.81978130059958E-06,,
97854.3807907698,0.011117329128833,2.14000255685488E-06,,
107692.536337548,0.0111163699633536,2.19844576755359E-06,,
161100.996806986,0.0111179286973922,1.86959737824882E-06,,
38707.5905517265,0.0111376057372054,1.6740001063476E-06,,
177613.820330216,0.0110988497730405,1.64563995118512E-06,,
161532.474761123,0.0110955858427461,3.00152751211091E-06,,
151983.841510637,0.0110877054663616,1.95775766624465E-06,,
252379.713846228,0.0111005576205654,1.67431279098144E-06,,
147798.033746754,0.0111142871112173,1.64983743617746E-06,,
52959.3401798169,0.0110997514925249,1.77228992643737E-06,,
105594.50927543,0.0110615042508553,5.00284741303898E-06,,
232741.787788071,0.0110840364180444,1.78156771496406E-06,,
187065.475585977,0.0111123708997351,1.6354694734399E-06,,
265723.768259643,0.0111140220559136,5.42127616122097E-06,,
65589.1750662223,0.0111104418805489,1.98504000646529E-06,,
128290.36401367,0.0111275313724232,5.7376450902851E-06,,
112613.104880717,0.011078601947518,2.24122284249175E-06,,
266094.27414783,0.0111028980827094,1.62138411190748E-06,,
101162.288631704,0.0111024051370581,2.70801187712944E-05,,
161581.487100403,0.0110949258912348,1.87590953766461E-06,,
