ID,SrcIP,DstIP,SrcPort,DstPort,IPVersion,Protocol,PS,IPI,FlowSizeBytes,FlowSizePackets,FS,FS(PKT),NumFrames,IFI,Direction
1,20.88.154.174,200.18.102.102,443,56075,IP,TCP,1015.5113788487282,1.379857540522438,1517174,1494,1179.7620528771383,1.1617418351477449,1286,1.6032119128404667,Uplink
2,200.18.102.102,20.88.154.174,56075,443,IP,TCP,61.02105263157895,2.714076719367589,46376,760,610.2105263157895,10.0,76,24.266530733333333,Downlink
3,200.18.102.102,142.251.132.238,49879,443,IP,UDP,326.848275862069,1.1634700787292815,236965,725,387.8314238952537,1.1865793780687397,611,1.3561082836065572,Uplink
4,142.251.132.238,200.18.102.102,443,49879,IP,UDP,205.53636363636363,1.0953708634590376,158263,770,230.36826783114992,1.1208151382823872,687,1.2279011574344023,Downlink
5,200.18.102.102,35.174.149.5,57495,443,IP,TCP,532.6,7.9593619473684205,10652,20,591.7777777777778,1.1111111111111112,18,3.0152974705882354,Uplink
6,35.174.149.5,200.18.102.102,443,57495,IP,TCP,186.55,5.836228315789474,3731,20,186.55,1.0,20,5.836228315789474,Downlink
7,200.18.102.102,3.225.194.39,57494,443,IP,TCP,106.85714285714286,11.282075333333331,2992,28,115.07692307692308,1.0769230769230769,26,12.18464136,Uplink
8,3.225.194.39,200.18.102.102,443,57494,IP,TCP,203.0,10.154107433333332,6293,31,209.76666666666668,1.0333333333333334,30,10.49926648275862,Downlink
9,200.18.102.102,92.38.150.66,56016,443,IP,TCP,54.932126696832576,9.338996445454544,12140,221,391.61290322580646,7.129032258064516,31,62.80945073333333,Uplink
11,162.159.130.86,200.18.102.102,443,55878,IP,TCP,69.0516129032258,3.311947025848142,42812,620,103.9126213592233,1.5048543689320388,412,4.98804996593674,Uplink
12,200.18.102.102,162.159.130.86,55878,443,IP,TCP,88.83091787439614,4.963872242130751,36776,414,7355.2,82.8,5,132.56540825,Downlink
13,200.18.102.102,162.159.133.86,55877,443,IP,TCP,79.83333333333333,9.832613248803828,16765,210,95.8,1.2,175,11.810437752873565,Uplink
