ID,SrcIP,DstIP,SrcPort,DstPort,IPVersion,Protocol,PS,IPI,FlowSizeBytes,FlowSizePackets,FS,FS(PKT),NumFrames,IFI,Direction
1,200.18.102.102,172.64.150.28,65436,443,IP,UDP,830.6690196078431,0.3609223919183993,2118206,2550,1670.5094637223974,2.0110410094637223,1268,0.7261177403314917,Uplink
2,172.64.150.28,200.18.102.102,443,65436,IP,UDP,417.23146944083226,0.3990564601040763,962553,2307,491.8513030148186,1.1788451711803782,1957,0.4704622684049079,Downlink
3,2606:4700:7::a29f:8256,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,55254,IPv6,TCP,99.36655948553054,2.9355897741935486,30903,311,147.15714285714284,1.480952380952381,210,4.354223100478468,Uplink
4,2801:b0:b0:116:f1a2:45bb:19b:adb8,2606:4700:7::a29f:8256,55254,443,IPv6,TCP,109.29353233830844,4.550089645,21968,201,499.27272727272725,4.568181818181818,44,20.930386232558135,Downlink
6,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:809::200e,62470,443,IPv6,UDP,272.9662808253649,0.4596152502517623,542384,1987,524.0425120772946,1.919806763285024,1035,0.8827813220502901,Uplink
7,2800:3f0:4001:809::200e,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,62470,IPv6,UDP,155.54540709812107,0.4766538819843342,298025,1916,291.6095890410959,1.874755381604697,1022,0.8940178099902056,Downlink
8,200.18.102.102,177.54.145.72,55175,443,IP,TCP,54.85294117647059,9.054406257425743,5595,102,180.48387096774192,3.290322580645161,31,19.797900466666665,Uplink
10,200.18.102.102,20.185.212.106,56642,443,IP,TCP,746.1379310344828,10.385503,21638,29,983.5454545454544,1.318181818181818,22,11.689763047619047,Uplink
11,20.185.212.106,200.18.102.102,443,56642,IP,TCP,156.35,17.047447315789473,3127,20,284.27272727272725,1.818181818181818,11,24.5473571,Downlink
17,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:831::2003,61024,443,IPv6,UDP,236.53333333333333,0.3791828571428571,3548,15,253.42857142857144,1.0714285714285714,14,0.4083507692307692,Uplink
19,2800:3f0:4001:831::2003,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,61024,IPv6,UDP,354.0,0.3766168571428571,5310,15,379.2857142857143,1.0714285714285714,14,0.4055873846153846,Downlink
25,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:81e::200e,57705,443,IPv6,UDP,510.0833333333333,0.0182282727272727,6121,12,556.4545454545455,1.0909090909090908,11,0.0200511,Uplink
27,2800:3f0:4001:81e::200e,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,57705,IPv6,UDP,617.6666666666666,0.0171908181818181,7412,12,741.2,1.2,10,0.021011,Downlink
28,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:82c::200a,56657,443,IPv6,TCP,74.5,19.972986,298,4,149.0,2.0,2,59.911497,Uplink
29,2800:3f0:4001:82c::200a,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,56657,IPv6,TCP,98.25,19.970165,393,4,131.0,1.3333333333333333,3,29.9552475,Downlink
30,200.18.102.39,200.18.102.102,54188,5000,IP,UDP,1234.4694229328004,0.0005028223537934,49415811,40030,2265.1178492849285,1.8348918225155848,21816,0.0009226438688975,Uplink
32,200.18.102.102,200.18.102.1,62547,53,IP,UDP,84.5,269.608751,169,2,84.5,1.0,2,269.608751,Uplink
35,200.18.102.1,200.18.102.102,53,62547,IP,UDP,171.0,269.405105,342,2,171.0,1.0,2,269.405105,Downlink
37,200.18.102.102,34.199.212.30,56742,443,IP,TCP,281.26666666666665,8.340746428571427,4219,15,527.375,1.875,8,2.4006387142857144,Uplink
40,34.199.212.30,200.18.102.102,443,56742,IP,TCP,528.2307692307693,6.37172025,6867,13,624.2727272727273,1.181818181818182,11,7.6460643,Downlink
41,2801:b0:b0:116:f1a2:45bb:19b:adb8,2600:1901:0:4d00::,55357,443,IPv6,TCP,88.51724137931035,31.606596857142858,2567,29,98.73076923076924,1.1153846153846154,26,35.39938848,Uplink
43,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:834::200a,53982,443,IPv6,UDP,136.15384615384616,4.2204582,3540,26,177.0,1.3,20,5.553234473684211,Uplink
44,2800:3f0:4001:834::200a,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,53982,IPv6,UDP,148.9655172413793,3.7645179285714288,4320,29,172.8,1.16,25,4.391937583333333,Downlink
45,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:831::2003,62812,443,IPv6,UDP,122.03361344537817,3.272505754237288,14522,119,123.0677966101695,1.0084745762711864,118,3.3004758888888888,Uplink
46,2800:3f0:4001:831::2003,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,62812,IPv6,UDP,118.5546218487395,3.2726443220338983,14108,119,118.5546218487395,1.0,119,3.2726443220338983,Downlink
47,200.18.102.102,20.185.212.106,56277,443,IP,TCP,1056.106382978723,19.672266956521735,49637,47,1418.2,1.3428571428571427,35,26.61542,Uplink
48,20.185.212.106,200.18.102.102,443,56277,IP,TCP,233.97297297297297,25.131531694444444,8657,37,346.28,1.48,25,37.697297541666664,Downlink
49,200.18.102.102,54.77.146.221,55170,80,IP,TCP,263.42857142857144,65.30204338461537,3688,14,461.0,1.75,8,121.27522342857142,Uplink
50,200.18.102.102,52.209.27.170,56744,80,IP,TCP,513.4285714285714,1.2396116666666666,3594,7,898.5,1.75,4,1.6657156666666666,Uplink
57,52.209.27.170,200.18.102.102,80,56744,IP,TCP,179.25,2.3732496666666663,717,4,358.5,2.0,2,7.119749,Downlink
59,54.77.146.221,200.18.102.102,80,55170,IP,TCP,79.83333333333333,77.17077318181818,958,12,159.66666666666666,2.0,6,139.8066842,Downlink
61,200.18.102.102,52.209.64.157,56745,80,IP,TCP,120.0,0.2355276,720,6,240.0,2.0,3,0.2633615,Uplink
62,52.209.64.157,200.18.102.102,80,56745,IP,TCP,246.6,0.2992995,1233,5,411.0,1.6666666666666667,3,0.1368365,Downlink
65,200.18.102.102,52.209.27.170,56748,80,IP,TCP,323.6666666666667,0.1434826,1942,6,485.5,1.5,4,0.238691,Uplink
68,52.209.27.170,200.18.102.102,80,56748,IP,TCP,139.5,0.1424634,837,6,279.0,2.0,3,0.2386185,Downlink
73,162.247.241.14,200.18.102.102,443,56712,IP,TCP,147.08219178082192,12.287897569444445,10737,73,370.2413793103448,2.5172413793103448,29,31.597450892857143,Uplink
74,200.18.102.102,162.247.241.14,56712,443,IP,TCP,291.3513513513513,12.119570589041096,21560,74,458.7234042553192,1.574468085106383,47,18.89726639130435,Downlink
78,200.18.102.39,200.18.102.102,39450,5000,IP,UDP,1231.9301737160122,0.0003724054268396,65243022,52960,2247.047425520923,1.8240055105906663,29035,0.0006792801198594,Uplink
79,200.18.102.102,40.86.187.166,55172,443,IP,TCP,81.22222222222223,25.242939314285717,2924,36,91.375,1.125,32,28.500092774193547,Uplink
81,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:824::2005,56604,443,IPv6,TCP,74.33333333333333,7.450977,223,3,111.5,1.5,2,14.893719,Uplink
82,2800:3f0:4001:824::2005,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,56604,IPv6,TCP,102.33333333333331,7.446369,307,3,102.33333333333331,1.0,3,7.446369,Downlink
83,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:810::200a,50487,443,IPv6,UDP,245.7692307692308,1.4375154166666666,3195,13,266.25,1.0833333333333333,12,1.5681986363636364,Uplink
84,2800:3f0:4001:810::200a,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,50487,IPv6,UDP,348.2857142857143,1.3258200769230768,4876,14,375.0769230769231,1.0769230769230769,13,1.4363050833333333,Downlink
85,200.18.102.102,162.159.134.234,56723,443,IP,TCP,68.71428571428571,14.706275384615385,962,14,96.2,1.4,10,21.242397777777775,Uplink
86,162.159.134.234,200.18.102.102,443,56723,IP,TCP,143.23529411764707,11.9488523125,2435,17,162.33333333333334,1.1333333333333333,15,13.654614,Downlink
87,200.18.102.102,162.247.243.29,56653,443,IP,TCP,401.7,15.001779777777775,4017,10,446.3333333333333,1.1111111111111112,9,16.876781375,Uplink
88,162.247.243.29,200.18.102.102,443,56653,IP,TCP,208.53846153846155,11.251347333333332,2711,13,338.875,1.625,8,19.288024,Downlink
89,200.18.102.102,108.158.172.89,56674,443,IP,TCP,54.5,19.96539633333333,218,4,109.0,2.0,2,59.896019,Uplink
