ID,SrcIP,DstIP,SrcPort,DstPort,IPVersion,Protocol,PS,IPI,FlowSizeBytes,FlowSizePackets,FS,FS(PKT),NumFrames,IFI,Direction
99,54.77.143.119,200.18.102.102,80,64332,IP,TCP,61.66666666666666,89.03439272413793,1850,30,168.1818181818182,2.727272727272727,11,237.9756938,Uplink
100,200.18.102.102,54.77.143.119,64332,80,IP,TCP,59.333333333333336,89.03439196551724,1780,30,84.76190476190476,1.4285714285714286,21,129.09986835,Downlink
101,0.0.0.0,255.255.255.255,68,67,IP,UDP,358.92,106.79780175,8973,25,358.92,1.0,25,106.79780175,Uplink
105,200.18.102.102,142.251.129.195,51618,443,IP,UDP,240.23076923076923,2.08716825,3123,13,260.25,1.0833333333333333,12,2.276910818181818,Uplink
107,142.251.129.195,200.18.102.102,443,51618,IP,UDP,356.2142857142857,1.9256544615384612,4987,14,383.61538461538464,1.0769230769230769,13,2.0861256666666663,Downlink
108,200.18.102.102,172.217.173.74,56724,443,IP,UDP,227.23076923076923,1.4471848333333333,2954,13,246.16666666666663,1.0833333333333333,12,1.5787470909090908,Uplink
109,172.217.173.74,200.18.102.102,443,56724,IP,UDP,331.1428571428572,1.3336616923076925,4636,14,356.61538461538464,1.0769230769230769,13,1.4448001666666666,Downlink
113,200.18.102.102,142.251.132.238,65381,443,IP,UDP,363.2857142857143,0.0436153846153846,5086,14,391.2307692307692,1.0769230769230769,13,0.04725,Uplink
115,142.251.132.238,200.18.102.102,443,65381,IP,UDP,358.8,0.0385797857142857,5382,15,448.5,1.25,12,0.0491015454545454,Downlink
116,200.18.102.102,142.250.218.238,53722,443,IP,UDP,472.4705882352941,0.024539375,8032,17,472.4705882352941,1.0,17,0.024539375,Uplink
117,142.250.218.238,200.18.102.102,443,53722,IP,UDP,379.7368421052632,0.0200614444444444,7215,19,515.3571428571429,1.3571428571428572,14,0.0277773846153846,Downlink
122,200.18.102.102,162.159.135.234,65406,443,IP,TCP,134.55555555555554,7.11797,3633,27,165.13636363636363,1.2272727272727273,22,8.812724761904763,Uplink
123,162.159.135.234,200.18.102.102,443,65406,IP,TCP,165.93333333333334,6.381860137931033,4978,30,207.41666666666663,1.25,24,8.045924478260869,Downlink
127,200.18.102.102,162.159.136.232,54529,443,IP,UDP,432.5,0.0207907777777777,4325,10,540.625,1.25,8,0.0029118571428571,Uplink
128,162.159.136.232,200.18.102.102,443,54529,IP,UDP,264.44444444444446,0.018704125,2380,9,297.5,1.125,8,0.0213761428571428,Downlink
130,200.18.102.102,52.226.139.185,64366,443,IP,TCP,70.23076923076923,198.28541316666664,913,13,130.42857142857142,1.8571428571428568,7,355.7143301666666,Uplink
131,52.226.139.185,200.18.102.102,443,64366,IP,TCP,94.9090909090909,237.9409336,1044,11,208.8,2.2,5,533.56753175,Downlink
132,200.18.102.39,200.18.102.102,45284,5000,IP,UDP,1164.9052605179008,0.0009394587977114,74316296,63796,1519.3567354282093,1.3042749371332774,48913,0.0012253184085704,Uplink
137,200.18.102.102,52.85.213.54,65416,443,IP,TCP,173.1875,16.003688866666668,2771,16,277.1,1.6,10,26.67279333333333,Uplink
138,52.85.213.54,200.18.102.102,443,65416,IP,TCP,108.77777777777776,14.120419294117648,1958,18,178.0,1.6363636363636365,11,24.0038257,Downlink
139,200.18.102.102,172.217.173.74,55675,443,IP,UDP,227.15384615384616,1.376495,2953,13,246.08333333333331,1.0833333333333333,12,1.501630909090909,Uplink
140,172.217.173.74,200.18.102.102,443,55675,IP,UDP,331.1428571428572,1.2683485384615385,4636,14,356.61538461538464,1.0769230769230769,13,1.37404425,Downlink
145,200.18.102.102,142.251.132.46,61719,443,IP,UDP,415.1818181818182,0.0154181,4567,11,456.7,1.1,10,0.0171312222222222,Uplink
146,142.251.132.46,200.18.102.102,443,61719,IP,UDP,526.5454545454545,0.0100564,5792,11,579.2,1.1,10,0.0111737777777777,Downlink
149,200.18.102.102,20.189.173.5,65430,443,IP,TCP,317.8333333333333,0.0920472352941176,5721,18,408.6428571428572,1.2857142857142858,14,0.10635,Uplink
150,20.189.173.5,200.18.102.102,443,65430,IP,TCP,395.4,0.0977190714285714,5931,15,494.25,1.25,12,0.1243697272727272,Downlink
151,200.18.102.11,200.18.102.127,138,138,IP,UDP,222.0,202.50859672727273,2664,12,532.8,2.4,5,369.824929,Uplink
153,200.18.102.39,200.18.102.102,55509,5000,IP,UDP,1162.7329658694568,0.0009326455319745,74675362,64224,1526.6976468423527,1.3130251671334818,48913,0.0012245930242067,Uplink
156,200.18.102.102,142.251.129.195,50630,443,IP,UDP,333.2307692307692,2.088204833333333,4332,13,361.0,1.0833333333333333,12,2.2780416363636364,Uplink
157,142.251.129.195,200.18.102.102,443,50630,IP,UDP,356.2142857142857,1.9253279230769231,4987,14,383.61538461538464,1.0769230769230769,13,2.0857719166666664,Downlink
161,200.18.102.102,142.250.79.202,60589,443,IP,UDP,227.46153846153845,1.3103974166666665,2957,13,246.41666666666663,1.0833333333333333,12,1.4295244545454544,Uplink
163,142.250.79.202,200.18.102.102,443,60589,IP,UDP,331.1428571428572,1.2070225384615385,4636,14,356.61538461538464,1.0769230769230769,13,1.30760775,Downlink
164,200.18.102.102,142.251.132.46,55024,443,IP,UDP,374.0769230769231,0.0141131666666666,4863,13,442.09090909090907,1.181818181818182,11,0.0169358,Uplink
165,142.251.132.46,200.18.102.102,443,55024,IP,UDP,471.2857142857143,0.0114416153846153,6598,14,507.5384615384616,1.0769230769230769,13,0.0123950833333333,Downlink
169,200.18.102.102,142.251.129.195,54893,443,IP,UDP,275.3333333333333,0.017857875,2478,9,309.75,1.125,8,0.020409,Uplink
171,142.251.129.195,200.18.102.102,443,54893,IP,UDP,462.7,0.0098134444444444,4627,10,514.1111111111111,1.1111111111111112,9,0.011040125,Downlink
172,200.18.102.39,200.18.102.102,56389,5000,IP,UDP,1162.708615331219,0.0009530540182374,73700611,63387,1506.1227571831446,1.2953570114848572,48934,0.0012345509574315,Uplink
174,200.18.102.102,142.250.79.202,56555,443,IP,UDP,303.07142857142856,1.122541,4243,14,326.38461538461536,1.0769230769230769,13,1.2160860833333331,Uplink
175,142.250.79.202,200.18.102.102,443,56555,IP,UDP,331.07142857142856,1.1212186923076923,4635,14,356.53846153846155,1.0769230769230769,13,1.2146535833333332,Downlink
178,200.18.102.102,20.54.25.4,65474,443,IP,TCP,148.57142857142858,6.998941769230769,2080,14,208.0,1.4,10,0.0892715555555555,Uplink
179,20.54.25.4,200.18.102.102,443,65474,IP,TCP,366.5,10.088525777777775,3665,10,366.5,1.0,10,10.088525777777775,Downlink
185,200.18.102.102,162.159.135.234,65486,443,IP,TCP,113.02631578947368,7.165528162162162,4295,38,178.95833333333334,1.5833333333333333,24,11.527153304347825,Uplink
186,162.159.135.234,200.18.102.102,443,65486,IP,TCP,153.1578947368421,7.1655957567567565,5820,38,181.875,1.1875,32,8.552125322580645,Downlink
190,200.18.102.39,200.18.102.102,59529,5000,IP,UDP,1165.5317795956166,0.0009502932596582,75514804,64790,1542.125551380493,1.3231089691226925,48968,0.001257347805665,Uplink
193,200.18.102.102,18.214.221.105,65494,443,IP,TCP,160.0,8.892525,2240,14,224.0,1.4,10,1.7364551111111113,Uplink
194,18.214.221.105,200.18.102.102,443,65494,IP,TCP,546.2857142857143,5.805130076923077,7648,14,695.2727272727273,1.2727272727272727,11,7.5466691,Downlink
195,200.18.102.102,142.251.129.195,52479,443,IP,UDP,240.23076923076923,2.09086675,3123,13,260.25,1.0833333333333333,12,2.280945545454545,Uplink
196,142.251.129.195,200.18.102.102,443,52479,IP,UDP,356.2142857142857,1.927666307692308,4987,14,383.61538461538464,1.0769230769230769,13,2.0883051666666663,Downlink
198,200.18.102.102,142.250.79.202,64916,443,IP,UDP,216.14285714285717,1.0615970769230767,3026,14,232.7692307692308,1.0769230769230769,13,1.1500635,Uplink
200,142.250.79.202,200.18.102.102,443,64916,IP,UDP,313.2,0.9829841428571428,4698,15,335.57142857142856,1.0714285714285714,14,1.0585983076923076,Downlink
201,200.18.102.102,184.85.133.92,65498,80,IP,TCP,91.5,12.0784702,549,6,183.0,2.0,3,0.1196025,Uplink
202,184.85.133.92,200.18.102.102,80,65498,IP,TCP,711.5714285714286,10.046145,4981,7,1245.25,1.75,4,20.09229,Downlink
206,200.18.102.102,142.251.132.46,58317,443,IP,UDP,415.45454545454544,0.0180009,4570,11,457.0,1.1,10,0.020001,Uplink
208,142.251.132.46,200.18.102.102,443,58317,IP,UDP,526.6363636363636,0.013345,5793,11,579.3,1.1,10,0.0148277777777777,Downlink
211,200.18.102.102,20.96.153.111,65500,443,IP,TCP,350.06666666666666,4.354266714285713,5251,15,403.9230769230769,1.1538461538461535,13,5.0799778333333325,Uplink
212,20.96.153.111,200.18.102.102,443,65500,IP,TCP,892.4444444444445,0.2032155,8032,9,1606.4,1.8,5,0.406431,Downlink
213,200.18.102.102,142.251.132.238,52102,443,IP,UDP,311.6808510638298,0.7898207547297297,922887,2961,460.06331006979065,1.4760717846460618,2006,1.166019667830424,Uplink
214,142.251.132.238,200.18.102.102,443,52102,IP,UDP,175.94562031911428,0.7614153166123778,540329,3071,245.8275705186533,1.397179253867152,2198,1.0639713345471096,Downlink
215,200.18.102.102,157.240.222.61,65502,5222,IP,TCP,104.33333333333331,0.7080485,2817,27,140.85,1.35,20,0.9604118421052632,Uplink
216,157.240.222.61,200.18.102.102,5222,65502,IP,TCP,128.6451612903226,0.6132005666666666,3988,31,199.4,1.55,20,0.7121307368421051,Downlink
217,200.18.102.39,200.18.102.102,40888,5000,IP,UDP,1167.473311538402,0.0009028585063526,75349895,64541,1586.1800058942406,1.3586434826540923,47504,0.0012266696419173,Uplink
221,200.18.102.102,172.217.162.99,56407,443,IP,UDP,298.0,0.033751,2384,8,298.0,1.0,8,0.033751,Uplink
223,172.217.162.99,200.18.102.102,443,56407,IP,UDP,498.9,0.0210253333333333,4989,10,554.3333333333334,1.1111111111111112,9,0.0236535,Downlink
224,200.18.102.102,142.251.132.46,61456,443,IP,UDP,363.3076923076923,0.0119538333333333,4723,13,429.3636363636364,1.181818181818182,11,0.0143446,Uplink
225,142.251.132.46,200.18.102.102,443,61456,IP,UDP,488.0833333333333,0.013384,5857,12,585.7,1.2,10,0.0163582222222222,Downlink
226,200.18.102.102,142.250.79.202,61202,443,IP,UDP,216.28571428571428,0.9485056923076924,3028,14,232.92307692307693,1.0769230769230769,13,1.0275478333333332,Uplink
227,142.250.79.202,200.18.102.102,443,61202,IP,UDP,313.26666666666665,0.8788091428571428,4699,15,335.6428571428572,1.0714285714285714,14,0.946409846153846,Downlink
231,200.18.102.102,54.76.137.194,65527,80,IP,TCP,160.8,0.11662375,804,5,268.0,1.6666666666666667,3,0.2331945,Uplink
232,54.76.137.194,200.18.102.102,80,65527,IP,TCP,112.8,0.115038,564,5,188.0,1.6666666666666667,3,0.114527,Downlink
234,200.18.102.102,142.250.79.202,58053,443,IP,UDP,105.14556135770236,1.4746466518615284,161083,1532,275.35555555555555,2.618803418803419,585,3.865897301369863,Uplink
235,142.250.79.202,200.18.102.102,443,58053,IP,UDP,103.47173366834171,1.4190191659333753,164727,1592,241.88986784140968,2.3377386196769456,681,3.3200874897058825,Downlink
241,200.18.102.102,52.85.213.54,49162,443,IP,TCP,169.1875,16.00362673333333,2707,16,270.7,1.6,10,26.672695666666662,Uplink
242,52.85.213.54,200.18.102.102,443,49162,IP,TCP,111.625,16.0045788,1786,16,198.44444444444449,1.7777777777777777,9,30.005442875,Downlink
244,200.18.102.39,200.18.102.102,39636,5000,IP,UDP,1168.3705732188444,0.00090104811709,75517632,64635,1617.9113891507411,1.3847587625332076,46676,0.0012477417032672,Uplink
248,200.18.102.102,142.251.129.195,60778,443,IP,UDP,240.07692307692307,2.0905445,3121,13,260.0833333333333,1.0833333333333333,12,2.280594,Uplink
250,142.251.129.195,200.18.102.102,443,60778,IP,UDP,356.2142857142857,1.928388846153846,4987,14,383.61538461538464,1.0769230769230769,13,2.0890879166666663,Downlink
255,200.18.102.102,142.250.79.202,54841,443,IP,UDP,227.46153846153845,0.9886758333333332,2957,13,246.41666666666663,1.0833333333333333,12,1.0785554545454543,Uplink
256,142.250.79.202,200.18.102.102,443,54841,IP,UDP,331.1428571428572,0.9106777692307692,4636,14,356.61538461538464,1.0769230769230769,13,0.9865675833333332,Downlink
260,200.18.102.102,142.250.219.138,62406,443,IP,UDP,467.1538461538461,0.0324313333333333,6073,13,467.1538461538461,1.0,13,0.0324313333333333,Uplink
262,142.250.219.138,200.18.102.102,443,62406,IP,UDP,470.26666666666665,0.0251052857142857,7054,15,587.8333333333334,1.25,12,0.0319521818181818,Downlink
263,200.18.102.39,200.18.102.102,53383,5000,IP,UDP,1163.1429267066696,0.0009213059644052,74048005,63662,1553.443787106384,1.3355570940063357,47667,0.0012304632022825,Uplink
267,200.18.102.102,172.217.28.10,60895,443,IP,UDP,164.53846153846155,0.452509,4278,26,171.12,1.04,25,0.4713635416666666,Uplink
269,172.217.28.10,200.18.102.102,443,60895,IP,UDP,222.8,0.4702744583333333,5570,25,242.17391304347825,1.0869565217391304,23,0.5130266818181818,Downlink
273,200.18.102.102,142.251.129.195,56501,443,IP,UDP,275.44444444444446,0.017984,2479,9,309.875,1.125,8,0.0205531428571428,Uplink
275,142.251.129.195,200.18.102.102,443,56501,IP,UDP,462.7,0.0098948888888888,4627,10,514.1111111111111,1.1111111111111112,9,0.01113175,Downlink
278,200.18.102.39,200.18.102.102,57706,5000,IP,UDP,1163.1856411675196,0.000906425038426,75678021,65061,1563.7570203533423,1.344374418844922,48395,0.0012185810844319,Uplink
279,200.18.102.102,172.217.28.10,54810,443,IP,UDP,198.6875,0.7513808666666666,3179,16,211.9333333333333,1.0666666666666669,15,0.8050509285714285,Uplink
280,172.217.28.10,200.18.102.102,443,54810,IP,UDP,297.75,0.7490833333333333,4764,16,317.6,1.0666666666666669,15,0.8025892857142857,Downlink
281,200.18.102.102,142.251.129.195,57924,443,IP,UDP,240.30769230769232,2.08997275,3124,13,260.3333333333333,1.0833333333333333,12,2.279970272727273,Uplink
282,142.251.129.195,200.18.102.102,443,57924,IP,UDP,356.2142857142857,1.9276551538461535,4987,14,383.61538461538464,1.0769230769230769,13,2.0882930833333333,Downlink
287,200.18.102.102,162.159.130.234,49218,443,IP,TCP,119.3030303030303,7.428928875,3937,33,164.04166666666666,1.375,24,10.33590104347826,Uplink
288,162.159.130.234,200.18.102.102,443,49218,IP,TCP,156.19444444444446,6.7921413428571435,5623,36,187.4333333333333,1.2,30,8.197122586206897,Downlink
292,200.18.102.102,162.159.128.233,54997,443,IP,UDP,432.4,0.0207576666666666,4324,10,480.44444444444446,1.1111111111111112,9,0.023352375,Uplink
293,162.159.128.233,200.18.102.102,443,54997,IP,UDP,289.75,0.0215487142857142,2318,8,331.1428571428572,1.1428571428571428,7,0.0251401666666666,Downlink
298,200.18.102.102,64.233.186.84,56206,443,IP,UDP,483.38461538461536,0.0305853333333333,6284,13,523.6666666666666,1.0833333333333333,12,0.0333658181818181,Uplink
300,64.233.186.84,200.18.102.102,443,56206,IP,UDP,355.7142857142857,0.0278716153846153,4980,14,415.0,1.1666666666666667,12,0.0329391818181818,Downlink
301,200.18.102.39,200.18.102.102,44533,5000,IP,UDP,1162.390884129599,0.0009162313051118,74084983,63735,1548.696260216987,1.3323368940359972,47837,0.0012207351367171,Uplink
302,200.18.102.102,172.217.28.10,52975,443,IP,UDP,179.52173913043478,0.8130758636363636,4129,23,187.6818181818182,1.0454545454545454,22,0.8517937619047619,Uplink
303,172.217.28.10,200.18.102.102,443,52975,IP,UDP,231.7826086956522,0.8115457727272727,5331,23,253.8571428571429,1.0952380952380951,21,0.89270035,Downlink
306,200.18.102.102,3.226.223.43,49243,443,IP,TCP,156.0,11.226560444444443,1560,10,222.8571428571429,1.4285714285714286,7,0.1750568333333333,Uplink
307,3.226.223.43,200.18.102.102,443,49243,IP,TCP,577.6666666666666,5.532430454545455,6932,12,770.2222222222222,1.3333333333333333,9,7.607091875,Downlink
311,200.18.102.102,142.250.219.165,49247,443,IP,TCP,258.0769230769231,9.61719392,6710,26,516.1538461538462,2.0,13,20.03479325,Uplink
313,142.250.219.165,200.18.102.102,443,49247,IP,TCP,584.8823529411765,7.285202818181817,19886,34,903.9090909090908,1.5454545454545454,22,11.448175857142855,Downlink
317,200.18.102.102,172.217.162.99,64683,443,IP,UDP,237.64285714285717,1.062089,3327,14,237.64285714285717,1.0,14,1.062089,Uplink
319,172.217.162.99,200.18.102.102,443,64683,IP,UDP,357.2,0.9836495,5358,15,382.7142857142857,1.0714285714285714,14,1.059314846153846,Downlink
324,200.18.102.102,44.208.238.74,49263,443,IP,TCP,245.66666666666663,9.159387272727272,2948,12,421.1428571428572,1.7142857142857142,7,0.1194575,Uplink
325,44.208.238.74,200.18.102.102,443,49263,IP,TCP,662.2666666666667,0.7555824285714285,9934,15,903.0909090909092,1.3636363636363635,11,1.0578154,Downlink
328,200.18.102.102,18.211.208.116,49264,443,IP,TCP,572.6666666666666,7.211485357142857,8590,15,1073.75,1.875,8,0.110031,Uplink
329,18.211.208.116,200.18.102.102,443,49264,IP,TCP,961.16,0.4431710833333333,24029,25,2184.454545454545,2.272727272727273,11,1.0636106,Downlink
330,200.18.102.39,200.18.102.102,59114,5000,IP,UDP,1159.845214589224,0.000932039190598,73426321,63307,1526.5347401247402,1.3161538461538462,48100,0.0012267130917482,Uplink
331,200.18.102.102,172.217.28.10,65129,443,IP,UDP,227.3846153846154,1.5243609166666665,2956,13,246.33333333333331,1.0833333333333333,12,1.6629391818181818,Uplink
332,172.217.28.10,200.18.102.102,443,65129,IP,UDP,331.1428571428572,1.4047606923076923,4636,14,356.61538461538464,1.0769230769230769,13,1.5218240833333332,Downlink
336,200.18.102.102,142.251.129.195,56821,443,IP,UDP,254.0,2.278073454545454,3048,12,277.09090909090907,1.0909090909090908,11,2.5058808,Uplink
338,142.251.129.195,200.18.102.102,443,56821,IP,UDP,356.2142857142857,1.9256096923076924,4987,14,383.61538461538464,1.0769230769230769,13,2.086077166666666,Downlink
339,200.18.102.102,172.217.162.99,55194,443,IP,UDP,273.55555555555554,0.0351425,2462,9,273.55555555555554,1.0,9,0.0351425,Uplink
340,172.217.162.99,200.18.102.102,443,55194,IP,UDP,459.3636363636364,0.022632,5053,11,505.3,1.1,10,0.0251466666666666,Downlink
345,200.18.102.102,140.82.113.26,49278,443,IP,TCP,102.8181818181818,27.78885374074074,5655,55,120.3191489361702,1.1702127659574468,47,32.62169582608696,Uplink
