ID,SrcIP,DstIP,SrcPort,DstPort,IPVersion,Protocol,PS,IPI,FlowSizeBytes,FlowSizePackets,FS,FS(PKT),NumFrames,IFI,Direction
5,200.18.102.102,104.18.37.228,54237,443,IP,UDP,869.9444444444445,0.0183264117647058,15659,18,1204.5384615384614,1.3846153846153846,13,0.0259624166666666,Uplink
7,104.18.37.228,200.18.102.102,443,54237,IP,UDP,552.6153846153846,0.0232058333333333,7184,13,598.6666666666666,1.0833333333333333,12,0.0253154545454545,Downlink
11,200.18.102.102,172.217.162.99,51623,443,IP,UDP,253.8,0.0268781111111111,2538,10,253.8,1.0,10,0.0268781111111111,Uplink
12,200.18.102.102,142.251.132.46,63387,443,IP,UDP,188.7064846416382,1.8380175982905984,110582,586,221.164,1.172,500,2.1547901703406813,Uplink
13,172.217.162.99,200.18.102.102,443,51623,IP,UDP,459.54545454545456,0.0212603,5055,11,505.5,1.1,10,0.0236225555555555,Downlink
14,142.251.132.46,200.18.102.102,443,63387,IP,UDP,199.47144754316068,1.4298200053191488,150202,753,229.66666666666663,1.151376146788991,654,1.6465921041347626,Downlink
16,200.18.102.102,142.250.218.170,64444,443,IP,UDP,148.22289156626505,3.276295580060423,49210,332,228.88372093023256,1.544186046511628,215,5.067541294392523,Uplink
17,142.250.218.170,200.18.102.102,443,64444,IP,UDP,161.14088397790056,3.0040191274238226,58333,362,188.7799352750809,1.1715210355987056,309,3.5209444967532466,Downlink
18,162.159.130.86,200.18.102.102,443,61871,IP,TCP,69.04878048780488,3.302822480122324,22648,328,103.88990825688072,1.5045871559633028,218,4.977055921658986,Uplink
19,200.18.102.102,162.159.130.86,61871,443,IP,TCP,88.84018264840182,4.95417428440367,19456,219,6485.333333333333,73.0,3,300.001952,Downlink
20,200.18.102.102,177.54.145.72,61907,443,IP,TCP,54.91596638655462,9.171893491525424,6535,119,311.1904761904762,5.666666666666667,21,51.109112,Uplink
23,200.18.102.102,34.120.214.181,53415,443,IP,TCP,54.66666666666666,28.7763058,328,6,164.0,3.0,2,143.871882,Uplink
25,200.18.102.102,172.217.173.74,61975,443,IP,UDP,216.5,0.7488698461538461,3031,14,233.15384615384616,1.0769230769230769,13,0.8112756666666666,Uplink
26,172.217.173.74,200.18.102.102,443,61975,IP,UDP,313.26666666666665,0.6927620714285714,4699,15,335.6428571428572,1.0714285714285714,14,0.7460514615384615,Downlink
32,200.18.102.102,142.251.129.195,56253,443,IP,UDP,376.2,0.0160208888888888,3762,10,418.0,1.1111111111111112,9,0.0180235,Uplink
33,142.251.129.195,200.18.102.102,443,56253,IP,UDP,462.7,0.0102302222222222,4627,10,514.1111111111111,1.1111111111111112,9,0.011509,Downlink
35,20.88.154.174,200.18.102.102,443,61770,IP,TCP,69.0,9.907719140186915,7452,108,69.0,1.0,108,9.907719140186915,Uplink
37,200.18.102.39,200.18.102.102,37761,5000,IP,UDP,865.6209900230238,0.0007934610691123,22558083,26060,869.1228279714891,1.0040454633018687,25955,0.0007966711104261,Uplink
38,200.18.102.102,142.251.129.195,61707,443,IP,UDP,106.48878923766816,3.6486949054054048,23747,223,106.96846846846849,1.0045045045045045,222,3.64783643438914,Uplink
39,142.251.129.195,200.18.102.102,443,61707,IP,UDP,207.9208333333333,3.389051171548117,49901,240,225.7963800904977,1.085972850678733,221,3.6817419545454553,Downlink
40,200.18.102.102,162.159.133.86,61841,443,IP,TCP,79.83333333333333,9.671923943925233,8622,108,95.8,1.2,90,11.628043393258427,Uplink
41,162.159.133.86,200.18.102.102,443,61841,IP,TCP,111.08450704225352,7.339963971631205,15774,142,177.23595505617976,1.595505617977528,89,11.76062409090909,Downlink
42,200.18.102.102,20.185.212.106,61803,443,IP,TCP,1051.8474576271187,17.817521706896553,62059,59,1410.4318181818182,1.3409090909090908,44,24.032936255813954,Uplink
43,20.185.212.106,200.18.102.102,443,61803,IP,TCP,203.53333333333333,23.48781818181818,9159,45,295.4516129032258,1.4516129032258065,31,34.4471753,Downlink
