ID,SrcIP,DstIP,SrcPort,DstPort,IPVersion,Protocol,PS,IPI,FlowSizeBytes,FlowSizePackets,FS,FS(PKT),NumFrames,IFI,Direction
18,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4003:c01::bc,55248,5228,IPv6,TCP,76.33333333333333,40.50979788235294,1374,18,343.5,4.5,4,94.32660433333331,Uplink
19,2800:3f0:4003:c01::bc,2801:b0:b0:116:f1a2:45bb:19b:adb8,5228,55248,IPv6,TCP,86.11111111111111,40.50899764705881,1550,18,516.6666666666666,6.0,3,141.4858305,Downlink
20,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:809::200e,49665,443,IPv6,UDP,908.0212765957448,0.2301242826086956,42677,47,1707.08,1.88,25,0.4410715416666666,Uplink
21,2800:3f0:4001:809::200e,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,49665,IPv6,UDP,202.59459459459455,0.2938768611111111,7496,37,277.6296296296296,1.3703703703703705,27,0.406906423076923,Downlink
22,162.247.241.14,200.18.102.102,443,57499,IP,TCP,146.4406779661017,11.887503655172411,8640,59,360.0,2.458333333333333,24,29.977183130434785,Uplink
23,200.18.102.102,162.247.241.14,57499,443,IP,TCP,291.22033898305085,11.888437,17182,59,464.3783783783784,1.5945945945945943,37,19.153592944444444,Downlink
25,200.18.102.102,162.159.133.234,58855,443,IP,TCP,64.0,0.0002605,192,3,64.0,1.0,3,0.0002605,Downlink
26,2606:4700:7::a29f:8256,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,55254,IPv6,TCP,100.44061302681992,2.6923518153846158,26215,261,137.97368421052633,1.3736842105263158,190,3.7037596349206345,Uplink
27,2801:b0:b0:116:f1a2:45bb:19b:adb8,2606:4700:7::a29f:8256,55254,443,IPv6,TCP,109.72289156626506,4.242431654545455,18214,166,492.2702702702703,4.486486486486487,37,19.109417416666663,Downlink
28,200.18.102.102,177.54.145.72,55175,443,IP,TCP,54.94594594594594,9.470270821917808,4066,74,451.77777777777777,8.222222222222221,9,81.407952875,Uplink
36,200.18.102.102,162.159.135.234,58910,443,IP,TCP,141.95833333333334,8.611201913043478,3407,24,154.86363636363637,1.0909090909090908,22,9.431316380952383,Uplink
37,162.159.135.234,200.18.102.102,443,58910,IP,TCP,165.92307692307693,7.92247768,4314,26,215.7,1.3,20,10.423449157894735,Downlink
44,200.18.102.102,162.159.137.232,51461,443,IP,UDP,432.3,0.0216655555555555,4323,10,540.375,1.25,8,0.0049868571428571,Uplink
45,162.159.137.232,200.18.102.102,443,51461,IP,UDP,288.875,0.0216717142857142,2311,8,330.1428571428572,1.1428571428571428,7,0.0252836666666666,Downlink
50,200.18.102.102,54.160.41.208,58911,443,IP,TCP,156.0,11.200230555555557,1560,10,222.8571428571429,1.4285714285714286,7,0.1370113333333333,Uplink
51,54.160.41.208,200.18.102.102,443,58911,IP,TCP,577.6666666666666,5.509898090909091,6932,12,770.2222222222222,1.3333333333333333,9,7.576109875,Downlink
52,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:834::200e,50096,443,IPv6,UDP,200.18223234624145,1.555274812785388,87880,439,225.33333333333331,1.1256410256410256,390,1.7511834652956297,Uplink
53,2800:3f0:4001:834::200e,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,50096,IPv6,UDP,209.407063197026,1.2685338994413409,112661,538,238.18393234672303,1.1374207188160677,473,1.44322606779661,Downlink
54,200.18.102.39,200.18.102.102,40452,5000,IP,UDP,1315.6130107244562,0.0003366825214089,65139947,49513,4337.458183513118,3.2969103742176054,15018,0.0011100635945927,Uplink
55,200.18.102.102,40.86.187.166,55172,443,IP,TCP,83.5,26.4998404,2171,26,83.5,1.0,26,26.4998404,Uplink
57,2801:b0:b0:116:f1a2:45bb:19b:adb8,2600:1901:0:4d00::,55357,443,IPv6,TCP,120.29629629629628,25.962094692307687,3248,27,124.92307692307692,1.0384615384615383,26,27.00057848,Uplink
58,2600:1901:0:4d00::,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,55357,IPv6,TCP,97.74074074074076,25.961924692307687,2639,27,879.6666666666666,9.0,3,157.5594165,Downlink
59,200.18.102.102,162.247.243.29,58578,443,IP,TCP,411.5384615384616,16.249382166666667,5350,13,445.8333333333333,1.0833333333333333,12,17.726521272727272,Uplink
60,162.247.243.29,200.18.102.102,443,58578,IP,TCP,209.83333333333331,11.470072529411764,3777,18,377.7,1.8,10,21.664062555555557,Downlink
61,2801:b0:b0:116:f1a2:45bb:19b:adb8,2600:1901:0:47fc::,58045,443,IPv6,TCP,123.37142857142857,9.782547144927536,8636,70,123.37142857142857,1.0,70,9.782547144927536,Uplink
62,2600:1901:0:47fc::,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,58045,IPv6,TCP,94.3108108108108,9.245601260273972,6979,74,199.4,2.1142857142857143,35,19.85084976470588,Downlink
69,200.18.102.102,108.158.172.89,58918,443,IP,TCP,171.1875,16.00253413333333,2739,16,273.9,1.6,10,26.67087233333333,Uplink
70,108.158.172.89,200.18.102.102,443,58918,IP,TCP,111.47058823529412,15.002396125,1895,17,189.5,1.7,10,26.669386888888887,Downlink
77,2801:b0:b0:116:f1a2:45bb:19b:adb8,2620:1ec:21::16,58920,443,IPv6,TCP,264.8666666666667,6.448561,3973,15,361.1818181818182,1.3636363636363635,11,4.5261932,Uplink
78,2620:1ec:21::16,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,58920,IPv6,TCP,456.89473684210526,6.968635277777778,8681,19,667.7692307692307,1.4615384615384617,13,3.772138,Downlink
81,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:824::2005,58881,443,IPv6,TCP,74.5,19.97542533333333,298,4,149.0,2.0,2,59.914361,Uplink
82,2800:3f0:4001:824::2005,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,58881,IPv6,TCP,98.25,19.972596,393,4,131.0,1.3333333333333333,3,29.958894,Downlink
83,200.18.102.39,200.18.102.102,46052,5000,IP,UDP,1316.2020664742802,0.0003364212544397,65221761,49553,4340.8825956738765,3.298036605657238,15025,0.0011095810702875,Uplink
84,2801:b0:b0:116:f1a2:45bb:19b:adb8,2600:1901:0:47fc::,65393,443,IPv6,UDP,975.3333333333334,0.0182546470588235,17556,18,2194.5,2.25,8,0.0443327142857142,Uplink
85,2600:1901:0:47fc::,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,65393,IPv6,UDP,306.6428571428572,0.0241953846153846,4293,14,536.625,1.75,8,0.0449342857142857,Downlink
86,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:831::2003,64381,443,IPv6,UDP,332.2857142857143,0.2369737692307692,4652,14,357.84615384615387,1.0769230769230769,13,0.2567215833333333,Uplink
87,2800:3f0:4001:831::2003,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,64381,IPv6,UDP,434.53333333333336,0.2180723571428571,6518,15,501.38461538461536,1.1538461538461535,13,0.25441775,Downlink
88,200.18.102.102,20.185.212.106,58861,443,IP,TCP,551.375,15.716971466666665,8822,16,802.0,1.4545454545454546,11,19.0610141,Uplink
89,20.185.212.106,200.18.102.102,443,58861,IP,TCP,115.5,24.623460818181815,1386,12,277.2,2.4,5,47.650413,Downlink
90,200.18.102.39,200.18.102.102,42965,5000,IP,UDP,1316.3674777210374,0.000333852044699,65732810,49935,4376.643584792596,3.3247886011052667,15019,0.0011100391530163,Uplink
91,200.18.102.63,239.255.255.250,37271,1900,IP,UDP,167.75,1.022489,671,4,167.75,1.0,4,1.022489,Uplink
92,54.77.146.221,200.18.102.102,80,55170,IP,TCP,73.0909090909091,63.9880294,804,11,201.0,2.75,4,163.28242133333333,Uplink
93,200.18.102.102,54.77.146.221,55170,80,IP,TCP,108.1818181818182,63.9560033,1190,11,170.0,1.5714285714285714,7,106.54143216666667,Downlink
94,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:82e::200a,54099,443,IPv6,UDP,225.06666666666663,0.293735,3376,15,241.14285714285717,1.0714285714285714,14,0.31633,Uplink
95,2800:3f0:4001:82e::200a,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,54099,IPv6,UDP,330.7333333333333,0.2904907857142857,4961,15,354.35714285714283,1.0714285714285714,14,0.3128362307692307,Downlink
97,200.18.102.39,200.18.102.102,41808,5000,IP,UDP,1315.8002506975051,0.0003370672449,65082112,49462,4334.761689090183,3.2943919008925,15014,0.0011104831146339,Uplink
100,54.77.52.141,200.18.102.102,80,55171,IP,TCP,61.42857142857143,90.11205916666665,430,7,143.33333333333334,2.333333333333333,3,210.2360625,Uplink
101,200.18.102.102,54.77.52.141,55171,80,IP,TCP,58.57142857142857,90.1120305,410,7,82.0,1.4,5,135.16804575,Downlink
102,200.18.102.39,200.18.102.102,41037,5000,IP,UDP,1317.7405529953917,0.0003341003426235,65768431,49910,4382.224880063966,3.325559701492537,15008,0.0011111224095422,Uplink
105,2801:b0:b0:116:f1a2:45bb:19b:adb8,2600:1901:0:47fc::,51394,443,IPv6,UDP,975.2222222222222,0.0182718823529411,17554,18,2194.25,2.25,8,0.0443745714285714,Uplink
106,2600:1901:0:47fc::,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,51394,IPv6,UDP,306.6428571428572,0.024641923076923,4293,14,536.625,1.75,8,0.0457635714285714,Downlink
107,200.18.102.39,200.18.102.102,39148,5000,IP,UDP,1315.705668531271,0.0003366625873419,65152429,49519,4338.289319483287,3.297309894792915,15018,0.0011101323832989,Uplink
108,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:809::200e,49272,443,IPv6,UDP,664.5333333333333,0.0120305714285714,9968,15,830.6666666666666,1.25,12,0.0153116363636363,Uplink
109,2800:3f0:4001:809::200e,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,49272,IPv6,UDP,468.8571428571428,0.0104703846153846,6564,14,547.0,1.1666666666666667,12,0.0123740909090909,Downlink
115,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:823::200a,49713,443,IPv6,UDP,234.92857142857144,0.5113154615384615,3289,14,253.0,1.0769230769230769,13,0.5539250833333333,Uplink
117,2800:3f0:4001:823::200a,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,49713,IPv6,UDP,330.8666666666667,0.4726725714285714,4963,15,381.7692307692308,1.1538461538461535,13,0.5514513333333333,Downlink
118,200.18.102.39,200.18.102.102,58186,5000,IP,UDP,1317.3633738418962,0.0003343288278351,65691642,49866,4379.4428,3.3244,15000,0.0011114945663044,Uplink
124,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:834::200a,51285,443,IPv6,UDP,354.125,1.548415,5666,16,404.7142857142857,1.1428571428571428,14,1.7866326923076925,Uplink
126,2800:3f0:4001:834::200a,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,51285,IPv6,UDP,401.25,1.5479016,6420,16,458.57142857142856,1.1428571428571428,14,1.7860403076923077,Downlink
127,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:834::200a,60722,443,IPv6,UDP,346.5882352941176,1.4533886875,5892,17,346.5882352941176,1.0,17,1.4533886875,Uplink
128,2800:3f0:4001:834::200a,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,60722,IPv6,UDP,492.44444444444446,1.365480529411765,8864,18,554.0,1.125,16,1.5475446,Downlink
129,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:809::200e,51350,443,IPv6,UDP,507.61764705882354,0.8372883731343282,34518,68,556.741935483871,1.096774193548387,62,0.919644606557377,Uplink
130,2800:3f0:4001:809::200e,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,51350,IPv6,UDP,270.46031746031747,0.904147887096774,17039,63,288.79661016949154,1.0677966101694916,59,0.9665029137931034,Downlink
131,200.18.102.39,200.18.102.102,43594,5000,IP,UDP,1317.0020110308026,0.0003319829556767,66143792,50223,4408.11676107964,3.347084305231589,15005,0.0011112268728339,Uplink
138,2801:b0:b0:116:f1a2:45bb:19b:adb8,2600:1901:0:47fc::,64058,443,IPv6,UDP,975.2222222222222,0.0186849411764705,17554,18,2194.25,2.25,8,0.0453777142857142,Uplink
139,2600:1901:0:47fc::,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,64058,IPv6,UDP,306.6428571428572,0.0240918461538461,4293,14,536.625,1.75,8,0.044742,Downlink
145,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:831::2003,57635,443,IPv6,UDP,258.53846153846155,0.2583464166666666,3361,13,280.0833333333333,1.0833333333333333,12,0.2818324545454545,Uplink
147,2800:3f0:4001:831::2003,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,57635,IPv6,UDP,373.3571428571428,0.2369593076923076,5227,14,402.0769230769231,1.0769230769230769,13,0.2567059166666666,Downlink
148,200.18.102.39,200.18.102.102,57733,5000,IP,UDP,1315.8145362903226,0.000336141837537,65264401,49600,4347.192499833478,3.303803370412309,15013,0.0011105981215027,Uplink
154,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:81e::200e,53469,443,IPv6,UDP,409.75,0.0274576363636363,4917,12,447.0,1.0909090909090908,11,0.0302034,Uplink
155,2800:3f0:4001:81e::200e,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,53469,IPv6,UDP,564.7692307692307,0.02051325,7342,13,667.4545454545455,1.181818181818182,11,0.0246159,Downlink
157,200.18.102.39,200.18.102.102,49618,5000,IP,UDP,1316.597886240585,0.0003331617118197,65899674,50053,4387.753778547173,3.3326453159331515,15019,0.0011103615661206,Uplink
158,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:823::200a,54932,443,IPv6,UDP,217.0625,0.5006297333333333,3473,16,231.53333333333333,1.0666666666666669,15,0.536389,Uplink
159,2800:3f0:4001:823::200a,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,54932,IPv6,UDP,315.375,0.4988123333333333,5046,16,360.4285714285714,1.1428571428571428,14,0.5755526923076923,Downlink
160,200.18.102.39,200.18.102.102,44489,5000,IP,UDP,1316.031064018015,0.0003351911128983,65454121,49736,4360.700932711526,3.313524317121918,15010,0.0011107155706576,Uplink
167,200.18.102.102,162.159.135.234,58987,443,IP,TCP,145.95833333333334,9.43733139130435,3503,24,166.8095238095238,1.1428571428571428,21,10.8529185,Uplink
168,162.159.135.234,200.18.102.102,443,58987,IP,TCP,165.8846153846154,8.68192532,4313,26,215.65,1.3,20,11.423098263157893,Downlink
171,200.18.102.39,200.18.102.102,48498,5000,IP,UDP,1315.740953114236,0.0003379363969768,64937079,49354,4327.696034655115,3.2891702765744752,15005,0.0011115819114902,Uplink
179,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:81b::200a,50785,443,IPv6,UDP,282.3333333333333,0.017625625,2541,9,317.625,1.125,8,0.0201435714285714,Uplink
181,2800:3f0:4001:81b::200a,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,50785,IPv6,UDP,458.8,0.0102027777777777,4588,10,509.77777777777777,1.1111111111111112,9,0.011478125,Downlink
182,2801:b0:b0:116:f1a2:45bb:19b:adb8,2600:1901:0:47fc::,60396,443,IPv6,UDP,974.9444444444443,0.0187390588235294,17549,18,2193.625,2.25,8,0.0455091428571428,Uplink
183,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:81b::200a,50796,443,IPv6,UDP,359.125,0.0584126,5746,16,359.125,1.0,16,0.0584126,Uplink
184,2600:1901:0:47fc::,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,60396,IPv6,UDP,306.6428571428572,0.0244811538461538,4293,14,536.625,1.75,8,0.045465,Downlink
185,2800:3f0:4001:81b::200a,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,50796,IPv6,UDP,414.27777777777777,0.0499421176470588,7457,18,497.1333333333333,1.2,15,0.0582204285714285,Downlink
191,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:824::2005,58994,443,IPv6,TCP,388.0,10.340773333333331,10864,28,639.0588235294117,1.6470588235294117,17,17.449497375,Uplink
192,2800:3f0:4001:824::2005,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,58994,IPv6,TCP,328.69444444444446,7.976817228571427,11833,36,563.4761904761905,1.7142857142857142,21,13.95943015,Downlink
199,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:809::200e,50627,443,IPv6,UDP,692.5490196078431,0.28168008,35320,51,905.6410256410256,1.3076923076923077,39,0.3706316842105263,Uplink
201,2800:3f0:4001:809::200e,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,50627,IPv6,UDP,276.8372093023256,0.334560119047619,11904,43,350.11764705882354,1.2647058823529411,34,0.4258037878787878,Downlink
202,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:81e::200e,56694,443,IPv6,UDP,385.61538461538464,0.0244208333333333,5013,13,417.75,1.0833333333333333,12,0.026640909090909,Uplink
203,2800:3f0:4001:81e::200e,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,56694,IPv6,UDP,515.5,0.0197700769230769,7217,14,601.4166666666666,1.1666666666666667,12,0.0233646363636363,Downlink
204,200.18.102.39,200.18.102.102,56615,5000,IP,UDP,1316.1414394567173,0.0003370085698116,65118730,49477,4348.496160267112,3.3039732888146918,14975,0.0011135191665553,Uplink
209,200.18.102.102,13.89.178.26,58999,443,IP,TCP,293.8181818181818,11.0098532,3232,11,404.0,1.375,8,0.0984272857142857,Uplink
210,13.89.178.26,200.18.102.102,443,58999,IP,TCP,731.2,12.216082,7312,10,1044.571428571429,1.4285714285714286,7,18.324123,Downlink
211,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:823::200a,64752,443,IPv6,UDP,234.78571428571428,0.5793855384615384,3287,14,252.84615384615384,1.0769230769230769,13,0.6276676666666666,Uplink
212,2800:3f0:4001:823::200a,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,64752,IPv6,UDP,330.6,0.5355637857142856,4959,15,354.2142857142857,1.0714285714285714,14,0.576761,Downlink
213,200.18.102.39,200.18.102.102,47252,5000,IP,UDP,1317.2282789430456,0.0003339788043913,65752084,49917,4381.13566098081,3.326026119402985,15008,0.001110873992137,Uplink
214,200.18.102.39,200.18.102.102,52580,5000,IP,UDP,1316.9116565895988,0.0003348442007151,65559813,49783,4366.578726521913,3.315771946183562,15014,0.0011103186571637,Uplink
215,200.18.102.102,162.247.243.29,59012,443,IP,TCP,385.5,12.641621736842104,7710,20,453.52941176470586,1.1764705882352942,17,15.01181125,Uplink
216,162.247.243.29,200.18.102.102,443,59012,IP,TCP,216.64,10.007766458333332,5416,25,386.8571428571428,1.7857142857142858,14,18.474588846153846,Downlink
217,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:809::200e,59778,443,IPv6,UDP,596.0,0.0269573076923076,8344,14,596.0,1.0,14,0.0269573076923076,Uplink
218,2800:3f0:4001:809::200e,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,59778,IPv6,UDP,488.7692307692308,0.0275416666666666,6354,13,577.6363636363636,1.181818181818182,11,0.03305,Downlink
224,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:831::2003,51294,443,IPv6,UDP,292.77777777777777,0.019656375,2635,9,329.375,1.125,8,0.0224644285714285,Uplink
226,2800:3f0:4001:831::2003,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,51294,IPv6,UDP,478.7,0.0135772222222222,4787,10,531.8888888888889,1.1111111111111112,9,0.015274375,Downlink
227,2801:b0:b0:116:f1a2:45bb:19b:adb8,2600:1901:0:47fc::,58717,443,IPv6,UDP,913.0,0.01574485,19173,21,2130.333333333333,2.333333333333333,9,0.039362125,Uplink
228,2600:1901:0:47fc::,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,58717,IPv6,UDP,373.3333333333333,0.0213222857142857,5600,15,700.0,1.875,8,0.0426445714285714,Downlink
234,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:831::2003,57077,443,IPv6,UDP,271.8333333333333,0.2813380909090909,3262,12,296.54545454545456,1.0909090909090908,11,0.3094719,Uplink
236,2800:3f0:4001:831::2003,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,57077,IPv6,UDP,373.3571428571428,0.2353215384615384,5227,14,402.0769230769231,1.0769230769230769,13,0.2549316666666666,Downlink
237,200.18.102.39,200.18.102.102,39205,5000,IP,UDP,1316.500321879778,0.0003354224153539,65440598,49708,4359.509559656252,3.3114382785956966,15011,0.001110782278481,Uplink
244,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:82d::200a,57469,443,IPv6,UDP,240.33333333333331,0.0646847857142857,3605,15,277.3076923076923,1.1538461538461535,13,0.0754655833333333,Uplink
245,2800:3f0:4001:82d::200a,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,57469,IPv6,UDP,414.8,0.0629535,6222,15,444.4285714285714,1.0714285714285714,14,0.0677960769230769,Downlink
246,200.18.102.39,200.18.102.102,36876,5000,IP,UDP,1315.9435538812968,0.0003340814347259,65673479,49906,4371.52892231911,3.321972974772016,15023,0.001109861136999,Uplink
247,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:823::200a,60782,443,IPv6,UDP,245.0,0.7995568333333333,3185,13,265.4166666666667,1.0833333333333333,12,0.8722438181818181,Uplink
248,2800:3f0:4001:823::200a,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,60782,IPv6,UDP,348.2857142857143,0.7356946153846153,4876,14,375.0769230769231,1.0769230769230769,13,0.7970025,Downlink
253,200.18.102.102,52.0.107.164,59022,443,IP,TCP,156.0,11.196424111111112,1560,10,222.8571428571429,1.4285714285714286,7,0.1312193333333333,Uplink
254,52.0.107.164,200.18.102.102,443,59022,IP,TCP,577.6666666666666,5.508744909090908,6932,12,770.2222222222222,1.3333333333333333,9,7.57452425,Downlink
255,200.18.102.39,200.18.102.102,49091,5000,IP,UDP,1316.5071786645278,0.0003343118370129,65654213,49870,4372.866191554549,3.321566537897962,15014,0.001110490708053,Uplink
262,200.18.102.102,108.158.172.53,59023,443,IP,TCP,175.1875,16.002952533333332,2803,16,280.3,1.6,10,26.67156811111111,Uplink
263,108.158.172.53,200.18.102.102,443,59023,IP,TCP,111.58823529411764,15.00283425,1897,17,189.7,1.7,10,26.670326555555555,Downlink
268,200.18.102.102,104.46.162.226,59024,443,IP,TCP,436.3636363636364,0.1224259523809523,9600,22,640.0,1.4666666666666666,15,0.1589732142857142,Uplink
269,104.46.162.226,200.18.102.102,443,59024,IP,TCP,372.125,0.1493394666666666,5954,16,541.2727272727273,1.4545454545454546,11,0.2240092,Downlink
272,2801:b0:b0:116:f1a2:45bb:19b:adb8,2600:1901:0:47fc::,51567,443,IPv6,UDP,879.0,0.0428937222222222,16701,19,1855.6666666666667,2.111111111111111,9,0.096510875,Uplink
273,2600:1901:0:47fc::,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,51567,IPv6,UDP,279.125,0.0510901333333333,4466,16,496.22222222222223,1.7777777777777777,9,0.095794,Downlink
274,200.18.102.39,200.18.102.102,35210,5000,IP,UDP,1317.1796158574682,0.0003360396847791,65354501,49617,4352.324254128929,3.304275439531166,15016,0.0011104192474192,Uplink
275,200.18.102.39,200.18.102.102,49157,5000,IP,UDP,1315.8451927533604,0.0003359901858046,65296186,49623,4349.889147958164,3.305775764439411,15011,0.0011107598267821,Uplink
276,200.18.102.63,239.255.255.250,58461,1900,IP,UDP,167.75,1.022765,671,4,167.75,1.0,4,1.022765,Uplink
281,200.18.102.102,23.96.180.189,59030,443,IP,TCP,278.3076923076923,5.063663833333333,3618,13,361.8,1.3,10,0.0732671111111111,Uplink
282,23.96.180.189,200.18.102.102,443,59030,IP,TCP,584.0769230769231,0.0532803333333333,7593,13,759.3,1.3,10,0.0710404444444444,Downlink
283,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:823::200a,56682,443,IPv6,UDP,234.92857142857144,0.7909954615384615,3289,14,253.0,1.0769230769230769,13,0.85691175,Uplink
284,2800:3f0:4001:823::200a,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,56682,IPv6,UDP,330.6666666666667,0.7341382857142857,4960,15,354.2857142857143,1.0714285714285714,14,0.7906104615384615,Downlink
285,200.18.102.39,200.18.102.102,53074,5000,IP,UDP,1315.3527085645112,0.0003363881244451,65195457,49565,4342.021778221778,3.301032301032301,15015,0.0011104796190222,Uplink
286,200.18.102.39,200.18.102.102,40842,5000,IP,UDP,1316.2633951027142,0.000335501167002,65419607,49701,4356.369914097357,3.309649064393687,15017,0.001110442727757,Uplink
287,2801:b0:b0:116:f1a2:45bb:19b:adb8,2600:1901:0:47fc::,50172,443,IPv6,UDP,974.8333333333334,0.0180034705882352,17547,18,2193.375,2.25,8,0.0437227142857142,Uplink
288,2600:1901:0:47fc::,2801:b0:b0:116:f1a2:45bb:19b:adb8,443,50172,IPv6,UDP,306.6428571428572,0.0234018461538461,4293,14,536.625,1.75,8,0.0434605714285714,Downlink
289,2801:b0:b0:116:f1a2:45bb:19b:adb8,2800:3f0:4001:831::2003,56143,443,IPv6,UDP,258.6923076923077,0.2577178333333333,3363,13,280.25,1.0833333333333333,12,0.2811467272727272,Uplink
