ID,SrcIP,DstIP,SrcPort,DstPort,IPVersion,Protocol,PS,IPI,FlowSizeBytes,FlowSizePackets,FS,FS(PKT),NumFrames,IFI
1,13.104.105.120,200.18.102.23,1039,64405,IP,UDP,1127.3123138271856,0.0008630011745370010731620302039,1175464332,1042714,5821.839529285905,5.164353709151784,201906,0.004456860707327703622991010624
2,200.18.102.23,13.104.105.120,64405,1039,IP,UDP,141.37409297052153,0.01275316723526410521691067050,9975356,70560,241.84440080490702,1.710669866899411,41247,0.02181667863436454444067303496
3,200.18.102.25,224.0.1.129,319,319,IP,UDP,86.0,1.011360724699662542182227222,76540,890,76540.0,890.0,1,0
4,200.18.102.25,224.0.1.129,320,320,IP,UDP,93.9963980189104,0.4049998645545045045045045045,208766,2221,109.07314524555903,1.1603970741901777,1914,0.4699946154265551489806586513
5,200.18.102.27,224.0.1.129,319,319,IP,UDP,86.0,1.015150858647457627118644068,76196,886,76196.0,886.0,1,0
6,2801:b0:b0:116:58ab:166a:ce97:90db,2800:3f0:4003:c01::bc,36152,5228,IPv6,TCP,76.14285714285714,42.7484822952,1599,21,399.75,5.25,4,134.756874931
7,2800:3f0:4003:c01::bc,2801:b0:b0:116:58ab:166a:ce97:90db,5228,36152,IPv6,TCP,86.0952380952381,42.7484952398,1808,21,602.6666666666666,7.0,3,202.135757407
8,200.18.102.23,34.196.233.7,37067,443,IP,TCP,252.53846153846155,0.3452807939553674490188534052,656600,2600,252.83018867924528,1.001155179052753,2597,0.3456220232827426810477657935
9,200.18.102.22,200.18.102.23,22,36853,IP,TCP,98.00523903077931,0.5889093041566186107470511140,149654,1527,49884.666666666664,509.0,3,304.8188814935
10,34.196.233.7,200.18.102.23,443,37067,IP,TCP,209.9135446685879,0.5174350254925028835063437140,364200,1735,210.15579919215233,1.0011540680900173,1733,0.5180325255219399538106235566
11,200.18.102.11,239.255.255.250,52827,1900,IP,UDP,216.0,1.002318224,648,3,648.0,3.0,1,0
12,200.18.102.23,13.89.179.10,37068,443,IP,TCP,1231.4368932038835,0.04009926730392156862745098039,126838,103,5514.695652173913,4.478260869565218,23,0.09038020972727272727272727273
13,13.89.179.10,200.18.102.23,443,37068,IP,TCP,162.34782608695653,0.05761347008823529411764705882,11202,69,746.8,4.6,15,0.2798368547142857142857142857
14,199.46.35.125,200.18.102.23,443,36828,IP,TCP,78.0,10.15063604345454545454545455,6942,89,6942.0,89.0,1,0
15,200.18.102.23,199.46.35.125,36828,443,IP,TCP,54.0,10.15072002857954545454545455,4806,89,4806.0,89.0,1,0
16,200.18.102.23,13.89.179.10,37069,443,IP,TCP,314.5,0.6166565736,5032,16,419.3333333333333,1.3333333333333333,12,0.07214826054545454545454545455
17,13.89.179.10,200.18.102.23,443,37069,IP,TCP,635.1666666666666,0.826130786,7622,12,692.9090909090909,1.0909090909090908,11,0.0773641468
18,2800:3f0:4001:82d::200e,2801:b0:b0:116:58ab:166a:ce97:90db,443,63846,IPv6,UDP,653.1818181818181,0.3191436222857142857142857143,64665,99,2395.0,3.6666666666666665,27,1.202925960923076923076923077
19,2801:b0:b0:116:58ab:166a:ce97:90db,2800:3f0:4001:82d::200e,63846,443,IPv6,UDP,125.37704918032787,0.52080863885,7648,61,283.25925925925924,2.259259259259259,27,1.201866089653846153846153846
20,20.110.86.75,200.18.102.23,443,36827,IP,TCP,165.5,30.53515836534482758620689655,4965,30,165.5,1.0,30,30.53515836534482758620689655
21,200.18.102.23,20.110.86.75,36827,443,IP,TCP,54.5,30.52894981479310344827586207,1635,30,54.5,1.0,30,30.52894981479310344827586207
22,2603:1050:4:ad::adb:ad11,2801:b0:b0:116:58ab:166a:ce97:90db,9002,64406,IPv6,UDP,158.0,25.82315619955882352941176471,5530,35,5530.0,35.0,1,0
