ID,SrcIP,DstIP,SrcPort,DstPort,IPVersion,Protocol,PS,IPI,FlowSizeBytes,FlowSizePackets,FS,FS(PKT),NumFrames,IFI
1,13.104.105.88,200.18.102.102,1058,52923,IP,UDP,1128.8736292170597,0.0008379302220386546722078212187,1212846023,1074386,5923.8352202793785,5.2475627625280845,204740,0.004397103815184210140715740528
2,200.18.102.102,34.196.233.7,43073,443,IP,TCP,252.5961612284069,0.3447225694009216589861751152,658013,2605,252.88739431206764,1.001152959262106,2602,0.3447796274067666282199154171
3,200.18.102.102,13.104.105.88,52923,1058,IP,UDP,141.33361851274339,0.01242244646612297841806038527,10242306,72469,228.04261477490314,1.6135058111056686,44914,0.02004385925026161690379177521
4,200.18.102.3,200.18.102.102,22,42768,IP,TCP,98.01034259857789,0.5815922305769728331177231565,151622,1547,30324.4,309.4,5,202.224791684
5,34.196.233.7,200.18.102.102,443,43073,IP,TCP,210.17241379310346,0.5157041953329499712478435883,365700,1740,210.53540587219345,1.001727115716753,1737,0.5165953892188940092165898618
6,200.18.102.25,224.0.1.129,319,319,IP,UDP,86.0,1.004591731948603351955307263,77056,896,77056.0,896.0,1,0
7,200.18.102.25,224.0.1.129,320,320,IP,UDP,93.99552572706935,0.4025817026929274843330349150,210080,2235,107.29315628192033,1.1414708886618998,1958,0.4595643964312723556463975473
8,200.18.102.27,224.0.1.129,319,319,IP,UDP,86.0,1.010219038456179775280898876,76626,891,76626.0,891.0,1,0
9,200.18.102.102,20.115.21.104,43074,443,IP,TCP,312.1818181818182,0.5709892801,3434,11,490.57142857142856,1.5714285714285714,7,0.079751761
10,20.115.21.104,200.18.102.102,443,43074,IP,TCP,596.2727272727273,0.5571742075,6559,11,819.875,1.375,8,0.7959631535714285714285714286
11,200.18.102.20,200.18.102.127,57621,57621,IP,UDP,86.0,29.78985600336666666666666667,2666,31,2666.0,31.0,1,0
12,2a03:2880:f248:c7:face:b00c:0:167,2801:b0:b0:116:89e3:51d4:f190:87e5,443,42546,IPv6,TCP,243.7603305785124,7.423140940283333333333333333,29495,121,273.10185185185185,1.1203703703703705,108,8.325017876953271028037383178
13,2801:b0:b0:116:89e3:51d4:f190:87e5,2a03:2880:f248:c7:face:b00c:0:167,42546,443,IPv6,TCP,114.83333333333333,7.883065806778761061946902655,13091,114,132.23232323232324,1.1515151515151516,99,9.089657511897959183673469388
14,fe80::1260:4bff:fe4c:f9cb,ff02::1:2,546,547,IPv6,UDP,133.0,120.3215893191428571428571429,1064,8,1064.0,8.0,1,0
15,200.18.102.29,224.0.0.251,5353,5353,IP,UDP,135.0,14.05195846014516129032258065,8505,63,567.0,4.2,15,54.59498040285714285714285714
16,199.46.35.120,200.18.102.102,443,42673,IP,TCP,78.0,10.00985096640449438202247191,7020,90,7020.0,90.0,1,0
17,200.18.102.102,199.46.35.120,42673,443,IP,TCP,54.0,10.00791475701123595505617978,4860,90,4860.0,90.0,1,0
18,200.18.102.102,52.182.143.213,43075,443,IP,TCP,1246.4554455445545,0.18826122519,125892,101,5722.363636363636,4.590909090909091,22,0.8885097128095238095238095238
19,52.182.143.213,200.18.102.102,443,43075,IP,TCP,181.29310344827587,0.3274150728596491228070175439,10515,58,751.0714285714286,4.142857142857143,14,0.7193249462307692307692307692
20,200.18.102.20,200.18.102.127,137,137,IP,UDP,92.0,0.7064160145,276,3,276.0,3.0,1,0
